단위,모법인,이름,A세분류,B1주업종,B1_2단,매출,판정근거
세그먼트,대신증권(주),연결재무제표,금융,증권·투자매매업,,5063890,상속 — 키워드 없음
법인,,대신프라퍼티(주),시설·자산운영,부동산·임대,,"15,477",KSIC
법인,,대신프라퍼티부동산중개(주),플랫폼·중개,부동산·임대,,7,KSIC
법인,,대아청과(주),도매·상사,다품목·범용,,"29,237",KSIC
법인,,대우송도호텔(주),시설·자산운영,레저·숙박·스포츠,,"40,817",KSIC
법인,,대원강업(주),부품제조,기계·운송기기,완성차·부품,"781,508",KSIC
법인,,대원정밀공업(주),부품제조,기계·운송기기,완성차·부품,"384,635",KSIC
법인,,대전용산개발(주),시설·자산운영,부동산·임대,,"35,069",KSIC
법인,,대한상선(주),운송·보관,해상운송,,"200,830",KSIC
법인,,대한씨앤에스(주),시공·건설,건설·시공,,"2,821",KSIC
법인,,대한오션웍스(주),시공·건설,건설·시공,,"2,190",KSIC
법인,,대한전선(주),소재제조,금속,전선·케이블,"3,118,223",KSIC
법인,,대한통운에스비(주),운송·보관,창고·물류,,"9,013",KSIC
세그먼트,대한해운(주),벌크선,운송·보관,해상운송,,,상속 — 키워드 없음
세그먼트,대한해운(주),LNG선,운송·보관,해상운송,,,상속 — 키워드 없음
세그먼트,대한해운(주),탱커선,운송·보관,해상운송,,,상속 — 키워드 없음
세그먼트,대한해운(주),무역업,도매·상사,다품목·범용,,,키워드 「무역」
세그먼트,대한해운(주),광산업,운송·보관,해상운송,,,상속 — 키워드 없음
세그먼트,대한해운(주),건설업,시공·건설,건설·시공,,,키워드 「건설」
법인,,대한해운엘엔지(주),운송·보관,해상운송,,"340,699",KSIC
법인,,대한화섬(주),소재제조,화학·소재,석유화학·기초,"108,226",KSIC
법인,,대호포장(주),시설·자산운영,부동산·임대,,429,KSIC
법인,,대화도시가스(주),소매,다품목·범용,,"234,910",KSIC
법인,,더블유앤씨인베스트먼트(유),인적서비스,전문서비스,,97,KSIC
법인,,더블유에이씨항공서비스(주),운송·보관,창고·물류,,865,KSIC
법인,,더엠리테일(주),시설·자산운영,부동산·임대,,"2,295",KSIC
법인,,더케이교직원나라(주),플랫폼·중개,소프트웨어·IT,,"9,241",KSIC
법인,,더케이소피아그린(주),시설·자산운영,레저·숙박·스포츠,,"17,309",KSIC
법인,,더케이예다함(주),인적서비스,사업지원서비스,,"86,516",KSIC
법인,,더케이저축은행(주),금융,은행업,,"47,998",KSIC
법인,,더케이제주호텔(주),시설·자산운영,레저·숙박·스포츠,,42,KSIC
법인,,더케이호텔앤리조트(주),시설·자산운영,레저·숙박·스포츠,,"22,444",KSIC
법인,,덕송내각고속화도로(주),운송·보관,창고·물류,,"12,467",KSIC
법인,,덕평랜드(주),인적서비스,식품·음료,,"7,603",KSIC
법인,,돈돈팜(주),자원채취,식품·음료,,"81,166",KSIC
법인,,동고택시(주),운송·보관,육상운송,,"2,879",KSIC
법인,,동국시스템즈(주),인적서비스,소프트웨어·IT,,"280,568",KSIC
법인,,동국씨엠(주),소재제조,금속,철강,"1,973,635",KSIC
법인,,동국인베스트먼트(주),금융,여신전문금융업,,"1,660",KSIC
법인,,동국제강(주),소재제조,금속,철강,"3,203,431",KSIC
세그먼트,동국홀딩스(주),철강,소재제조,금속,철강,375457,키워드 「철강」
세그먼트,동국홀딩스(주),운송,운송·보관,창고·물류,,698528,키워드 「운송」
세그먼트,동국홀딩스(주),무역,도매·상사,다품목·범용,,597900,키워드 「무역」
법인,,동남태양광발전(주),시설·자산운영,에너지·자원·환경,,"3,179",KSIC
법인,,동림로지스틱(주),운송·보관,육상운송,,"7,157",KSIC
법인,,동보항공(주),운송·보관,항공운송,,"1,078",KSIC
법인,,동석물류(주),운송·보관,창고·물류,,"9,653",KSIC
법인,,동성제약(주),소재제조,의약·바이오,,"87,169",KSIC
법인,,동아건설산업(주),시공·건설,건설·시공,,"200,094",KSIC
법인,,동아스틸(주),소재제조,금속,강관·형강·선재,"111,706",KSIC
법인,,동우바이오(주),인적서비스,전문서비스,,"20,748",KSIC
법인,,동우팜(주),완제품제조,화학·소재,농화학,"5,105",KSIC
법인,,동원건설산업(주),시공·건설,건설·시공,,"533,511",KSIC
법인,,동원글로벌터미널부산(주),운송·보관,창고·물류,,"60,422",KSIC
법인,,동원기술투자(주),금융,여신전문금융업,,"1,516",KSIC
법인,,동원로엑스(주),운송·보관,육상운송,,"1,114,406",KSIC
법인,,동원로엑스냉장(주),운송·보관,창고·물류,,"19,103",KSIC
법인,,동원로엑스냉장투(주),운송·보관,창고·물류,,"15,389",KSIC
법인,,동원로엑스인천(주),운송·보관,창고·물류,,"23,501",KSIC
세그먼트,동원산업(주),수산사업부문,자원채취,식품·음료,,584391,키워드 「수산」
세그먼트,동원산업(주),식품 가공유통부문,완제품제조,식품·음료,,6836285,키워드 「식품」
세그먼트,동원산업(주),물류사업부문,운송·보관,창고·물류,,1451423,키워드 「물류」
세그먼트,동원산업(주),포장소재부문,지주·투자,화학·소재,제지·포장,1433597,키워드 「포장」 (A 는 모법인 상속)
법인,,동원시스템즈(주),완제품제조,화학·소재,제지·포장,"1,265,531",KSIC
법인,,동원씨앤에스(주),인적서비스,사업지원서비스,,"17,160",KSIC
법인,,동원팜스(주),완제품제조,식품·음료,,"247,449",KSIC
법인,,동원페이퍼(주),소재제조,화학·소재,제지·포장,"96,005",KSIC
법인,,동화기술(주),시공·건설,건설·시공,,"7,944",KSIC
법인,,동화기업(주),시설·자산운영,레저·숙박·스포츠,,"18,429",KSIC
법인,,두나무(주),플랫폼·중개,소프트웨어·IT,,"1,521,241",KSIC
법인,,두나무씨엑스(주),인적서비스,사업지원서비스,,"9,374",KSIC
법인,,두나무앤파트너스(주),금융,결제·핀테크,,"7,419",KSIC
법인,,두나무투자일임(주),금융,결제·핀테크,,"1,155",KSIC
세그먼트,두산건설(주),건축,시공·건설,건설·시공,,1897027,키워드 「건축」
세그먼트,두산건설(주),토목,시공·건설,건설·시공,,269886,키워드 「토목」
법인,,두산경영연구원(주),인적서비스,교육,,"33,011",KSIC
법인,,두산로보틱스(주),완제품제조,기계·운송기기,산업기계·로봇,"27,301",KSIC
법인,,두산로지스틱스솔루션(주),인적서비스,소프트웨어·IT,,"65,784",KSIC
법인,,두산모트롤(주),완제품제조,기계·운송기기,산업기계·로봇,"174,950",KSIC
세그먼트,두산밥캣(주),Compact,완제품제조,기계·운송기기,산업기계·로봇,4771049,상속 — 키워드 없음
세그먼트,두산밥캣(주),Portable Power,완제품제조,기계·운송기기,산업기계·로봇,334489,상속 — 키워드 없음
세그먼트,두산밥캣(주),Material Handling,완제품제조,기계·운송기기,산업기계·로봇,929074,상속 — 키워드 없음
세그먼트,두산밥캣(주),유압기기,부품제조,기계·운송기기,산업기계·로봇,147194,키워드 「유압기기」
법인,,두산밥캣코리아(주),완제품제조,기계·운송기기,산업기계·로봇,"1,248,427",KSIC
세그먼트,두산에너빌리티(주),두산에너빌리티,완제품제조,기계·운송기기,전력·중전기,8143366,계열사 「두산에너빌리티」
세그먼트,두산에너빌리티(주),두산밥캣,완제품제조,기계·운송기기,산업기계·로봇,8791888,계열사 「두산밥캣」
세그먼트,두산에너빌리티(주),두산퓨얼셀,완제품제조,기계·운송기기,전력·중전기,454795,계열사 「두산퓨얼셀」
법인,,두산에이치투이노베이션(주),인적서비스,전문서비스,,4,KSIC
법인,,두산지오솔루션(주),인적서비스,전문서비스,,7,KSIC
법인,,두산큐벡스(주),인적서비스,사업지원서비스,,"77,064",KSIC
법인,,두산퓨얼셀(주),완제품제조,기계·운송기기,전력·중전기,"454,853",KSIC
법인,,드림트러스트(유),인적서비스,부동산·임대,,190,KSIC
법인,,드림트리혁신성장제1호사모투자합자회사,금융,자산운용업,,381,KSIC
법인,,디렉스폴리머(유),소재제조,화학·소재,석유화학·기초,"35,676",KSIC
법인,,디비개발기업(주),시설·자산운영,부동산·임대,,"78,192",KSIC
법인,,디비건설(주),시설·자산운영,부동산·임대,,"401,781",KSIC
법인,,디비금융서비스(주),금융,보험업,,"24,082",KSIC
법인,,디비생명보험(주),금융,보험업,,"1,855,317",KSIC
세그먼트,디비손해보험(주),손해보험부문,금융,보험업,,22136729,키워드 「보험」
세그먼트,디비손해보험(주),생명보험부문,금융,보험업,,1870724,키워드 「보험」
세그먼트,디비손해보험(주),할부금융부문,금융,금융,,48312,키워드 「금융」
법인,,디비씨앤에스자동차손해사정(주),금융,결제·핀테크,,"56,256",KSIC
법인,,디비씨에스아이손해사정(주),금융,보험업,,"44,979",KSIC
법인,,디비씨에이에스손해사정(주),금융,보험업,,"44,790",KSIC
법인,,디비엠앤에스(주),금융,보험업,,"133,944",KSIC
법인,,디비이엔씨(주),시설·자산운영,부동산·임대,,"78,192",KSIC
법인,,디비인베스트(주),인적서비스,전문서비스,,2,KSIC
법인,,디비자동차보험손해사정(주),금융,보험업,,"116,681",KSIC
법인,,디비자산운용(주),금융,자산운용업,,"34,763",KSIC
법인,,디비종합개발(주),시설·자산운영,부동산·임대,,"12,267",KSIC
세그먼트,디비증권(주),WM,금융,증권·투자매매업,,140678,약어 「WM」
세그먼트,디비증권(주),S&T,금융,증권·투자매매업,,1310723,상속 — 키워드 없음
세그먼트,디비증권(주),저축은행업,금융,은행업,,186788,키워드 「은행」
법인,,디비캐피탈(주),금융,여신전문금융업,,"47,019",KSIC
법인,,디비커뮤니케이션즈(주),인적서비스,미디어·광고·영상,,"3,525",KSIC
법인,,디비토건(주),시설·자산운영,부동산·임대,,"12,267",KSIC
법인,,디비하우징(주),시설·자산운영,부동산·임대,,"12,267",KSIC
법인,,디씨브릿지(주),시설·자산운영,통신·네트워크,,"3,357",KSIC
법인,,디아이개발(주),시설·자산운영,부동산·임대,,845,KSIC
법인,,디아이건설(주),시설·자산운영,부동산·임대,,"66,848",KSIC
법인,,디아이산업(주),시설·자산운영,부동산·임대,,"34,065",KSIC
법인,,디아이웨어(주),인적서비스,소프트웨어·IT,,"47,507",KSIC
법인,,디아이주택개발(주),시설·자산운영,부동산·임대,,"34,065",KSIC
법인,,디아이하우징(주),시설·자산운영,부동산·임대,,"26,495",KSIC
법인,,디앤디인베스트먼트(주),인적서비스,부동산·임대,,"17,185",KSIC
법인,,디앤디프라퍼티솔루션(주),도매·상사,다품목·범용,,"86,393",KSIC
법인,,디앤엠세일즈앤마케팅코리아(주),도매·상사,다품목·범용,,"18,897",KSIC
법인,,디앤파크(주),시설·자산운영,부동산·임대,,"83,614",KSIC
법인,,디에스케이피에프브이(주),시설·자산운영,부동산·임대,,"6,384",KSIC
법인,,디에이치환경산업(주),인적서비스,전문서비스,,"1,694",KSIC
세그먼트,디엘(주),제조,소재제조,화학·소재,석유화학·기초,4961215,상속 — 키워드 없음
세그먼트,디엘(주),에너지,소재제조,에너지·자원·환경,,178352,키워드 「에너지」 (A 는 모법인 상속)
세그먼트,디엘건설(주),토목사업,시공·건설,건설·시공,,452642,키워드 「토목」
세그먼트,디엘건설(주),건축사업,시공·건설,건설·시공,,2016538,키워드 「건축」
법인,,디엘모터스(주),부품제조,기계·운송기기,완성차·부품,"345,100",KSIC
법인,,디엘에프엔씨(주),소재제조,화학·소재,석유화학·기초,"87,329",KSIC
세그먼트,디엘이앤씨(주),토목,시공·건설,건설·시공,,1028220,키워드 「토목」
세그먼트,디엘이앤씨(주),주택,시공·건설,건설·시공,,3904535,상속 — 키워드 없음
세그먼트,디엘이앤씨(주),플랜트,시공·건설,건설·시공,,2466296,키워드 「플랜트」
법인,,디엘케미칼(주),소재제조,화학·소재,석유화학·기초,"1,509,108",KSIC
법인,,디엠개발(주),시설·자산운영,부동산·임대,,"3,992",KSIC
법인,,디케이관광개발(주),시설·자산운영,레저·숙박·스포츠,,"13,462",KSIC
법인,,디플래닉스(주),시설·자산운영,통신·네트워크,,"6,471",KSIC
법인,,딜리박스중앙(주),운송·보관,육상운송,,"21,032",KSIC
법인,,라이징윙스(주),콘텐츠·SW,게임,,"21,478",KSIC
법인,,라인게임즈(주),콘텐츠·SW,게임,,"33,476",KSIC
법인,,라인넥스트(주),플랫폼·중개,소프트웨어·IT,,"34,346",KSIC
법인,,라인스튜디오(주),콘텐츠·SW,게임,,"25,915",KSIC
법인,,라인파이낸셜(주),플랫폼·중개,소프트웨어·IT,,"22,044",KSIC
법인,,라인페이플러스(주),콘텐츠·SW,소프트웨어·IT,,"48,159",KSIC
법인,,라인프렌즈스퀘어(주),소매,다품목·범용,,"19,682",KSIC
법인,,라인플러스(주),플랫폼·중개,소프트웨어·IT,,"626,514",KSIC
법인,,람다256(주),인적서비스,소프트웨어·IT,,"8,130",KSIC
법인,,러너블(주),인적서비스,사업지원서비스,,"17,115",KSIC
법인,,로제비앙건설(주),시공·건설,건설·시공,,"6,265",KSIC
법인,,로젠(주),부품제조,전자·정밀,전자기기·모듈,"111,506",KSIC
법인,,로터스카스코리아(주),도매·상사,기계·운송기기,완성차·부품,"11,633",KSIC
법인,,로템에스알에스(주),운송·보관,육상운송,,"34,873",KSIC
법인,,롯데건설(주),시공·건설,건설·시공,,"7,906,682",KSIC
법인,,롯데광주씨케이(주),완제품제조,식품·음료,,"9,652",KSIC
법인,,롯데글로벌로지스(주),운송·보관,육상운송,,"3,100,210",KSIC
법인,,롯데김해개발(주),인적서비스,사업지원서비스,,"4,513",KSIC
법인,,롯데네슬레코리아(주),완제품제조,식품·음료,,"157,136",KSIC
세그먼트,롯데렌탈(주),차량 및 일반렌탈,완제품제조,기계·운송기기,완성차·부품,2644769,키워드 「차량」
세그먼트,롯데렌탈(주),오토리스 및할부금융,금융,금융,,147627,키워드 「금융」
법인,,롯데멤버스(주),인적서비스,사업지원서비스,,"118,496",KSIC
법인,,롯데면세점제주(주),소매,다품목·범용,,"141,795",KSIC
법인,,롯데물산(주),시설·자산운영,부동산·임대,,"422,416",KSIC
법인,,롯데미래전략연구소(주),인적서비스,전문서비스,,"11,632",KSIC
법인,,롯데미쓰이화학(주),소재제조,화학·소재,석유화학·기초,"8,754",KSIC
법인,,롯데바이오로직스(주),소재제조,의약·바이오,,"205,921",KSIC
법인,,롯데베르살리스엘라스토머스(주),소재제조,화학·소재,석유화학·기초,"350,065",KSIC
법인,,롯데벤처스(주),금융,여신전문금융업,,"5,033",KSIC
법인,,롯데부산신항로지스(주),운송·보관,창고·물류,,"3,733",KSIC
법인,,롯데부산씨케이(주),완제품제조,식품·음료,,"14,591",KSIC
법인,,롯데상사(주),도매·상사,다품목·범용,,"750,124",KSIC
세그먼트,롯데쇼핑(주),백화점,소매,다품목·범용,,3339352,키워드 「백화점」
세그먼트,롯데쇼핑(주),할인점,소매,다품목·범용,,5471330,키워드 「할인점」
세그먼트,롯데쇼핑(주),전자제품 전문점,소매,다품목·범용,,2300096,키워드 「전문점」
세그먼트,롯데쇼핑(주),슈퍼,소매,다품목·범용,,1226064,키워드 「슈퍼」
세그먼트,롯데쇼핑(주),홈쇼핑,소매,다품목·범용,,902294,키워드 「홈쇼핑」
세그먼트,롯데쇼핑(주),영화상영업,콘텐츠·SW,미디어·광고·영상,,434517,키워드 「영화」
세그먼트,롯데쇼핑(주),이커머스,소매,다품목·범용,,108896,키워드 「이커머스」
법인,,롯데알미늄(주),완제품제조,기계·운송기기,산업기계·로봇,"48,475",KSIC
법인,,롯데에너지머티리얼즈(주),부품제조,전자·정밀,전자기기·모듈,"273,283",KSIC
법인,,롯데에스케이에너루트(주),시설·자산운영,에너지·자원·환경,,"15,180",KSIC
법인,,롯데에이엠씨(주),인적서비스,부동산·임대,,"5,308",KSIC
법인,,롯데에코월(주),시공·건설,건설·시공,,"134,035",KSIC
법인,,롯데엔지니어링플라스틱(주),소재제조,화학·소재,석유화학·기초,"200,478",KSIC
법인,,롯데엠시시(주),소재제조,화학·소재,석유화학·기초,"445,055",KSIC
법인,,롯데역사(주),소매,다품목·범용,,"97,018",KSIC
법인,,롯데오토리스(주),금융,여신전문금융업,,"142,428",KSIC
법인,,롯데오토케어(주),인적서비스,기계·운송기기,완성차·부품,"97,726",KSIC
법인,,롯데용인씨케이(주),완제품제조,식품·음료,,"18,598",KSIC
세그먼트,롯데웰푸드(주),건과,완제품제조,식품·음료,,2036218,상속 — 키워드 없음
세그먼트,롯데웰푸드(주),빙과,완제품제조,식품·음료,,804942,상속 — 키워드 없음
세그먼트,롯데웰푸드(주),유지식품 등,완제품제조,식품·음료,,757288,키워드 「식품」
세그먼트,롯데웰푸드(주),육가공 등,완제품제조,식품·음료,,617505,상속 — 키워드 없음
법인,,롯데위탁관리부동산투자회사(주),시설·자산운영,부동산·임대,,"140,834",KSIC
세그먼트,롯데이노베이트(주),SM부문,인적서비스,소프트웨어·IT,,206265,상속 — 키워드 없음
세그먼트,롯데이노베이트(주),SI부문,인적서비스,소프트웨어·IT,,900173,상속 — 키워드 없음
세그먼트,롯데이노베이트(주),전기차충전부문,인적서비스,소프트웨어·IT,,98536,상속 — 키워드 없음
법인,,롯데이엠글로벌(주),인적서비스,사업지원서비스,,207,KSIC
법인,,롯데인프라셀(주),소재제조,금속,비철금속,"214,992",KSIC
법인,,롯데자산개발(주),시설·자산운영,부동산·임대,,"7,703",KSIC
세그먼트,롯데정밀화학(주),케미칼부문,소재제조,화학·소재,석유화학·기초,1233043,키워드 「케미칼」 (A 는 모법인 상속)
세그먼트,롯데정밀화학(주),그린소재부문,소재제조,화학·소재,석유화학·기초,579306,상속 — 키워드 없음
법인,,롯데제이티비(주),플랫폼·중개,레저·숙박·스포츠,,"20,611",KSIC
법인,,롯데지알에스(주),도매·상사,다품목·범용,,"1,064,685",KSIC
법인,,롯데지에스화학(주),소재제조,화학·소재,석유화학·기초,"440,237",KSIC
법인,,롯데지에프알(주),완제품제조,의류·패션,,"104,323",KSIC
세그먼트,롯데지주(주),유통,소매,다품목·범용,,4834581,키워드 「유통」
세그먼트,롯데지주(주),식품,완제품제조,식품·음료,,9397229,키워드 「식품」
세그먼트,롯데지주(주),컴퓨터시스템구축,인적서비스,소프트웨어·IT,,1169825,키워드 「시스템」
세그먼트,롯데지주(주),광고대행,인적서비스,미디어·광고·영상,,315835,키워드 「광고」
세그먼트,롯데칠성음료(주),음료사업부,완제품제조,식품·음료,,3177877,키워드 「음료」
세그먼트,롯데칠성음료(주),주류사업부,완제품제조,주류·담배,,793267,키워드 「주류」
법인,,롯데캐피탈(주),금융,여신전문금융업,,"938,368",KSIC
법인,,롯데컬처웍스(주),콘텐츠·SW,미디어·광고·영상,,"367,884",KSIC
세그먼트,롯데케미칼(주),첨단소재사업부,소재제조,화학·소재,전자·전지소재,4066897,키워드 「첨단소재」 (A 는 모법인 상속)
세그먼트,롯데케미칼(주),정밀화학사업부,소재제조,화학·소재,정밀·기능화학,1712938,키워드 「정밀화학」 (A 는 모법인 상속)
세그먼트,롯데케미칼(주),전지소재사업부,부품제조,전자·정밀,전지·전원부품,676492,키워드 「전지」
법인,,롯데테크(주),시공·건설,건설·시공,,"27,462",KSIC
법인,,롯데패키징솔루션즈(주),부품제조,금속,,"464,912",KSIC
법인,,롯데평택씨케이(주),완제품제조,식품·음료,,"27,586",KSIC
법인,,롯데하이마트(주),소매,전자·정밀,전자기기·모듈,"2,300,096",KSIC
법인,,루프원에너지(주),시설·자산운영,에너지·자원·환경,,"2,379",KSIC
법인,,리베토코리아(주),시설·자산운영,부동산·임대,,18,KSIC
법인,,마륵파크(주),시설·자산운영,부동산·임대,,"183,941",KSIC
법인,,마브렉스(주),인적서비스,소프트웨어·IT,,"6,644",KSIC
법인,,마산항제4부두운영(주),운송·보관,창고·물류,,14,KSIC
법인,,마스턴제113호로지스포인트서운피에프브이(주),시설·자산운영,부동산·임대,,"100,000",KSIC
법인,,마스턴제141호용인백암피에프브이(주),시설·자산운영,부동산·임대,,"5,325",KSIC
법인,,마스턴제144호피에프브이(주),시설·자산운영,부동산·임대,,"3,041",KSIC
법인,,마이스터모터스(주),도매·상사,기계·운송기기,완성차·부품,"91,117",KSIC
법인,,마인드노크(주),인적서비스,미디어·광고·영상,,"7,258",KSIC
법인,,만도브로제(주),부품제조,기계·운송기기,완성차·부품,"157,240",KSIC
법인,,망고리테일코리아(주),소매,의류·패션,,"7,535",KSIC
법인,,망포역세권개발피에프브이(주),시설·자산운영,부동산·임대,,"24,101",KSIC
법인,,매직플로우(주),인적서비스,음악·공연·엔터,,"2,530",KSIC
법인,,메가몬스터(주),콘텐츠·SW,미디어·광고·영상,,"10,442",KSIC
법인,,메가박스중앙(주),콘텐츠·SW,미디어·광고·영상,,"259,996",KSIC
법인,,메가아이스박스(주),인적서비스,교육,,220,KSIC
법인,,메인트란스(주),운송·보관,창고·물류,,"87,021",KSIC
법인,,메타버스랩스(주),콘텐츠·SW,게임,,15,KSIC
법인,,메타버스엔터테인먼트(주),콘텐츠·SW,미디어·광고·영상,,271,KSIC
법인,,모델솔루션(주),완제품제조,기계·운송기기,산업기계·로봇,"76,502",KSIC
법인,,모멘티브테크놀로지스코리아(유),소재제조,화학·소재,건축소재,"10,810",KSIC
법인,,모비언트(주),부품제조,기계·운송기기,완성차·부품,"140,472",KSIC
법인,,모인파크(주),시설·자산운영,부동산·임대,,"56,681",KSIC
법인,,모트라스(주),부품제조,기계·운송기기,완성차·부품,"790,989",KSIC
법인,,목포신항만운영(주),운송·보관,창고·물류,,"41,245",KSIC
법인,,문경에스코(주),시설·자산운영,에너지·자원·환경,,"3,467",KSIC
법인,,미디어에스(주),콘텐츠·SW,미디어·광고·영상,,"18,429",KSIC
법인,,미디어프린팅넷(주),완제품제조,화학·소재,제지·포장,"9,598",KSIC
법인,,미래(주),시공·건설,건설·시공,,"1,432",KSIC
법인,,미래비아이(주),시설·자산운영,부동산·임대,,"8,476",KSIC
법인,,미래에셋금융서비스(주),금융,보험업,,"276,386",KSIC
법인,,미래에셋생명보험(주),금융,보험업,,"5,051,397",KSIC
법인,,미래에셋자산운용(주),금융,자산운용업,,"608,922",KSIC
세그먼트,미래에셋증권(주),WM,금융,증권·투자매매업,,2695535,약어 「WM」
세그먼트,미래에셋증권(주),IB,금융,증권·투자매매업,,576583,약어 「IB」
세그먼트,미래에셋증권(주),Sales & Trading,금융,증권·투자매매업,,24975482,키워드 「TRADING」
세그먼트,미래에셋증권(주),PI 및 기타,금융,증권·투자매매업,,1742235,약어 「PI」
법인,,미래에셋캐피탈(주),금융,여신전문금융업,,"380,839",KSIC
법인,,미래에셋컨설팅(주),시설·자산운영,레저·숙박·스포츠,,"208,732",KSIC
법인,,미추홀맑은물(주),시설·자산운영,에너지·자원·환경,,"7,405",KSIC
법인,,민팃(주),도매·상사,다품목·범용,,"96,356",KSIC
법인,,반도통운(주),운송·보관,육상운송,,"5,153",KSIC
법인,,백년건강지킴이(주),인적서비스,사업지원서비스,,355,KSIC
법인,,보광인베스트먼트 (주),금융,자산운용업,,"4,406",KSIC
법인,,보람항공(주),인적서비스,사업지원서비스,,"3,631",KSIC
법인,,보령엘엔지터미널(주),운송·보관,창고·물류,,"244,739",KSIC
법인,,보성산업개발(주),시설·자산운영,부동산·임대,,"2,831",KSIC
법인,,부강주택관리(주),인적서비스,부동산·임대,,627,KSIC
법인,,부광메디카(주),소재제조,의약·바이오,,"24,118",KSIC
법인,,부광약품(주),소재제조,의약·바이오,,"167,276",KSIC
법인,,부국강병(주),인적서비스,부동산·임대,,"2,232",KSIC
법인,,부국사료(주),완제품제조,식품·음료,,"102,318",KSIC
법인,,부산그린파워(주),시설·자산운영,에너지·자원·환경,,"13,361",KSIC
법인,,부산글로벌물류센터(주),운송·보관,창고·물류,,"7,299",KSIC
법인,,부산신항웅동개발(주),시설·자산운영,부동산·임대,,"65,505",KSIC
법인,,부산컨테이너터미널(주),운송·보관,창고·물류,,"90,283",KSIC
법인,,부여바이오(주),소재제조,화학·소재,건축소재,119,KSIC
법인,,북항아이브리지(주),운송·보관,창고·물류,,"38,069",KSIC
법인,,브랜드유니버스(주),인적서비스,사업지원서비스,,"80,280",KSIC
법인,,브레인시티프로젝트금융투자(주),시설·자산운영,부동산·임대,,"248,189",KSIC
법인,,브이씨엔씨(주),콘텐츠·SW,소프트웨어·IT,,"6,843",KSIC
법인,,브이아이피사모주식형펀드일호,금융,자산운용업,,"15,937",KSIC
법인,,브이피(주),금융,결제·핀테크,,"108,282",KSIC
법인,,블랑제리길(주),완제품제조,식품·음료,,"2,716",KSIC
법인,,블루월넛(주),금융,결제·핀테크,,"186,370",KSIC
법인,,블루헤런(주),시설·자산운영,레저·숙박·스포츠,,"15,911",KSIC
법인,,블룸에스케이퓨얼셀(유),완제품제조,기계·운송기기,전력·중전기,"57,774",KSIC
법인,,비렉스테크(주),완제품제조,생활용품·가구,,"99,493",KSIC
법인,,비씨카드(주),금융,여신전문금융업,,"3,356,764",KSIC
법인,,비아이디씨(주),운송·보관,창고·물류,,"54,694",KSIC
법인,,비에스엠(주),소재제조,금속,철강,"16,425",KSIC
법인,,비콜렉트대부(주),금융,여신전문금융업,,"2,333",KSIC
법인,,비티에스 제1호 사모투자 합자회사,금융,자산운용업,,"33,555",KSIC
법인,,비티에스 제2호 사모투자 합자회사,금융,자산운용업,,611,KSIC
법인,,비티에스제2호의1 사모투자합자회사,금융,자산운용업,,453,KSIC
세그먼트,사조동아원(주),제 분,완제품제조,식품·음료,,428056,상속 — 키워드 없음
세그먼트,사조동아원(주),사 료,완제품제조,식품·음료,,246207,키워드 「사료」
법인,,사조로지스(주),운송·보관,창고·물류,,"61,732",KSIC
법인,,사조산업(주),완제품제조,식품·음료,,"478,608",KSIC
세그먼트,사조씨푸드(주),종업원급여,완제품제조,식품·음료,,6068,상속 — 키워드 없음
세그먼트,사조씨푸드(주),사용수수료,완제품제조,식품·음료,,1485,상속 — 키워드 없음
세그먼트,사조씨푸드(주),운반보관비,완제품제조,식품·음료,,2063,상속 — 키워드 없음
세그먼트,사조씨푸드(주),수도광열비,완제품제조,식품·음료,,1,상속 — 키워드 없음
법인,,사조푸디스트(주),인적서비스,식품·음료,,"965,177",KSIC
법인,,사호축산영농조합법인,자원채취,식품·음료,,"25,111",KSIC
법인,,산청음료(주),완제품제조,식품·음료,,"26,789",KSIC
법인,,삼강에스앤씨(주),완제품제조,기계·운송기기,조선·해양,"111,293",KSIC
법인,,삼계개발(주),자원채취,에너지·자원·환경,,"13,102",KSIC
법인,,삼남석유화학(주),소재제조,화학·소재,석유화학·기초,"958,522",KSIC
법인,,삼동흥산(주),인적서비스,소프트웨어·IT,,"24,921",KSIC
법인,,삼보이엔씨(주),시공·건설,건설·시공,,414,KSIC
법인,,삼성노블라이프(주),인적서비스,의료·보건,,"5,324",KSIC
법인,,삼성디스플레이(주),부품제조,전자·정밀,전자기기·모듈,"25,993,317",KSIC
법인,,삼성메디슨(주),완제품제조,의료·보건,,"663,616",KSIC
세그먼트,삼성물산(주),건설,시공·건설,건설·시공,,14258360,키워드 「건설」
세그먼트,삼성물산(주),상사,도매·상사,다품목·범용,,19782028,키워드 「상사」
세그먼트,삼성물산(주),패션,시공·건설,의류·패션,,2199850,키워드 「패션」 (A 는 모법인 상속)
세그먼트,삼성물산(주),리조트,시설·자산운영,레저·숙박·스포츠,,736339,키워드 「리조트」
세그먼트,삼성물산(주),식음,인적서비스,식품·음료,,3333052,키워드 「식음」
세그먼트,삼성물산(주),바이오,소재제조,의약·바이오,,6375481,키워드 「바이오」
세그먼트,삼성바이오로직스(주),총액,소재제조,의약·바이오,,,상속 — 키워드 없음
세그먼트,삼성바이오로직스(주),대손충당금,소재제조,의약·바이오,,,상속 — 키워드 없음
세그먼트,삼성바이오로직스(주),순액,소재제조,의약·바이오,,,상속 — 키워드 없음
세그먼트,삼성바이오로직스(주),총액,소재제조,의약·바이오,,,상속 — 키워드 없음
