단위,모법인,이름,A세분류,B1주업종,B1_2단,매출,판정근거
세그먼트,삼성바이오로직스(주),대손충당금,소재제조,의약·바이오,,,상속 — 키워드 없음
세그먼트,삼성바이오로직스(주),순액,소재제조,의약·바이오,,,상속 — 키워드 없음
법인,,삼성바이오에피스(주),인적서비스,의약·바이오,,"1,661,946",KSIC
법인,,삼성벤처투자(주),금융,자산운용업,,"94,439",KSIC
세그먼트,삼성생명보험(주),국외부문,금융,보험업,,171163,상속 — 키워드 없음
법인,,삼성생명서비스손해사정(주),금융,보험업,,"232,091",KSIC
법인,,삼성선물(주),금융,증권·투자매매업,,"263,962",KSIC
법인,,삼성액티브자산운용(주),금융,자산운용업,,"35,322",KSIC
세그먼트,삼성에스디아이(주),SDIHU,부품제조,전자·정밀,전지·전원부품,138305,상속 — 키워드 없음
세그먼트,삼성에스디아이(주),SDIV,부품제조,전자·정밀,전지·전원부품,75015,상속 — 키워드 없음
세그먼트,삼성에스디아이(주),SDIEM,부품제조,전자·정밀,전지·전원부품,891,상속 — 키워드 없음
세그먼트,삼성에스디아이(주),SAPB,부품제조,전자·정밀,전지·전원부품,1101,상속 — 키워드 없음
세그먼트,삼성에스디아이(주),SDITB,부품제조,전자·정밀,전지·전원부품,4507,상속 — 키워드 없음
세그먼트,삼성에스디아이(주),STARPLUS,부품제조,전자·정밀,전지·전원부품,49822,상속 — 키워드 없음
세그먼트,삼성에스디에스(주),물류,운송·보관,창고·물류,,7386380,키워드 「물류」
세그먼트,삼성에스디에스(주),IT서비스,인적서비스,소프트웨어·IT,,6543489,키워드 「IT서비스」
법인,,삼성에스알에이자산운용(주),금융,자산운용업,,"78,747",KSIC
법인,,삼성에프엔위탁관리부동산투자회사(주),시설·자산운영,부동산·임대,,"48,373",KSIC
법인,,삼성웰스토리(주),인적서비스,식품·음료,,"3,032,982",KSIC
세그먼트,삼성이앤에이(주),화공,인적서비스,전문서비스,,5151337,상속 — 키워드 없음
세그먼트,삼성이앤에이(주),첨단산업,인적서비스,전문서비스,,2531156,상속 — 키워드 없음
세그먼트,삼성이앤에이(주),New Energy,인적서비스,전문서비스,,1346276,상속 — 키워드 없음
법인,,삼성자산운용(주),금융,자산운용업,,"391,228",KSIC
세그먼트,삼성전기(주),컴포넌트,부품제조,전자·정밀,전자기기·모듈,5198501,약어 「컴포넌트」
세그먼트,삼성전기(주),패키지솔루션,부품제조,전자·정밀,반도체·소자,2301753,약어 「패키지솔루션」
세그먼트,삼성전기(주),광학솔루션,부품제조,전자·정밀,전자기기·모듈,3814205,약어 「광학솔루션」
세그먼트,삼성전자(주),DX 부문,완제품제조,전자·정밀,전자기기·모듈,187967346,약어 「DX」
세그먼트,삼성전자(주),DS 부문,부품제조,전자·정밀,반도체·소자,130128162,약어 「DS」
세그먼트,삼성전자(주),SDC,부품제조,전자·정밀,전자기기·모듈,29841661,약어 「SDC」
세그먼트,삼성전자(주),Harman,부품제조,전자·정밀,전자기기·모듈,15783325,약어 「HARMAN」
법인,,삼성전자로지텍(주),운송·보관,창고·물류,,"1,655,616",KSIC
법인,,삼성전자서비스(주),인적서비스,전자·정밀,전자기기·모듈,"2,066,810",KSIC
법인,,삼성전자서비스씨에스(주),인적서비스,사업지원서비스,,"91,582",KSIC
법인,,삼성전자판매(주),소매,전자·정밀,전자기기·모듈,"3,720,875",KSIC
세그먼트,삼성중공업(주),조선해양,완제품제조,기계·운송기기,조선·해양,10226813,키워드 「조선」
세그먼트,삼성중공업(주),토건,시공·건설,건설·시공,,423198,키워드 「토건」
세그먼트,삼성증권(주),위탁매매,금융,증권·투자매매업,,,키워드 「위탁매매」
세그먼트,삼성증권(주),자기매매,금융,증권·투자매매업,,,키워드 「자기매매」
세그먼트,삼성증권(주),선물중개업,금융,증권·투자매매업,,,키워드 「선물중개」
세그먼트,삼성카드(주),카드사업,금융,여신전문금융업,,3941497,키워드 「카드」
세그먼트,삼성카드(주),할부리스사업,금융,여신전문금융업,,229107,상속 — 키워드 없음
세그먼트,삼성카드(주),공시재무제표,금융,여신전문금융업,,4382855,상속 — 키워드 없음
법인,,삼성카드고객서비스(주),금융,결제·핀테크,,"105,726",KSIC
법인,,삼성코닝어드밴스드글라스(유),소재제조,화학·소재,건축소재,"181,377",KSIC
법인,,삼성헤지자산운용(주),금융,자산운용업,,306,KSIC
법인,,삼성화재서비스손해사정(주),금융,보험업,,"188,571",KSIC
법인,,삼성화재애니카손해사정(주),금융,보험업,,"239,278",KSIC
법인,,삼양데이타시스템(주),인적서비스,소프트웨어·IT,,"87,074",KSIC
법인,,삼양이노켐(주),소재제조,화학·소재,석유화학·기초,"294,890",KSIC
법인,,삼양화성(주),소재제조,화학·소재,석유화학·기초,"228,858",KSIC
법인,,삼양화인테크놀로지(주),소재제조,화학·소재,석유화학·기초,"59,133",KSIC
법인,,삼척블루파워(주),시설·자산운영,에너지·자원·환경,,"638,593",KSIC
법인,,삼천리열처리(주),부품제조,금속,,476,KSIC
법인,,삼천리자산운용(주),금융,자산운용업,,"9,178",KSIC
법인,,삼표레미콘(주),소재제조,화학·소재,건축소재,"47,310",KSIC
법인,,삼표레일웨이(주),완제품제조,기계·운송기기,철도·특수차량,"70,417",KSIC
법인,,삼표에스앤씨(주),운송·보관,창고·물류,,"4,368",KSIC
법인,,삼표자원개발(주),자원채취,에너지·자원·환경,,"57,410",KSIC
법인,,삼표피앤씨(주),시공·건설,건설·시공,,"252,607",KSIC
법인,,삼표해운(주),운송·보관,해상운송,,"60,407",KSIC
법인,,삼해상사(주),완제품제조,식품·음료,,"34,591",KSIC
법인,,삼환기업(주),시공·건설,건설·시공,,"264,202",KSIC
법인,,상록철강(주),시설·자산운영,부동산·임대,,78,KSIC
법인,,상지해운(주),운송·보관,창고·물류,,"47,318",KSIC
법인,,새빛개발(주),시설·자산운영,부동산·임대,,"79,521",KSIC
법인,,서남바이오에너지(주),시설·자산운영,에너지·자원·환경,,"4,998",KSIC
법인,,서남해안기업도시개발(주),시설·자산운영,부동산·임대,,"3,237",KSIC
법인,,서비스에이스(주),인적서비스,사업지원서비스,,"182,965",KSIC
법인,,서비스탑(주),인적서비스,사업지원서비스,,"155,062",KSIC
법인,,서영이앤티(주),도매·상사,다품목·범용,,"100,023",KSIC
법인,,서울-춘천고속도로(주),운송·보관,창고·물류,,"130,406",KSIC
법인,,서울고속버스터미널(주),운송·보관,창고·물류,,"53,764",KSIC
법인,,서울복합물류자산관리(주),인적서비스,부동산·임대,,"6,040",KSIC
법인,,서울복합물류프로젝트금융투자(주),시설·자산운영,부동산·임대,,"58,591",KSIC
법인,,서한물산(주),소재제조,화학·소재,제지·포장,"7,072",KSIC
법인,,선엔젤스(주),도매·상사,다품목·범용,,5,KSIC
법인,,선월하이파크밸리(주),시설·자산운영,부동산·임대,,"63,797",KSIC
법인,,성인산업(주),자원채취,에너지·자원·환경,,"15,296",KSIC
법인,,세계혼재항공화물(주),운송·보관,창고·물류,,"3,520",KSIC
법인,,세린식품(주),완제품제조,식품·음료,,"22,405",KSIC
법인,,세메스(주),완제품제조,기계·운송기기,산업기계·로봇,"2,457,516",KSIC
법인,,세아상역(주),완제품제조,의류·패션,,"2,024,480",KSIC
법인,,세우실업(주),소재제조,화학·소재,석유화학·기초,"9,300",KSIC
법인,,세종건설산업(주),시설·자산운영,부동산·임대,,"116,051",KSIC
법인,,세흥건설(주),시설·자산운영,부동산·임대,,"30,635",KSIC
법인,,센트럴모터스(주),도매·상사,기계·운송기기,완성차·부품,"183,357",KSIC
법인,,센트럴팜(주),소매,다품목·범용,,"8,695",KSIC
법인,,셀론텍(주),소재제조,의약·바이오,,"20,453",KSIC
법인,,소닉모터스(주),인적서비스,기계·운송기기,완성차·부품,"10,088",KSIC
법인,,솔라디루프(주),시설·자산운영,에너지·자원·환경,,66,KSIC
법인,,솔라시도골프앤빌리지(주),시설·자산운영,레저·숙박·스포츠,,"7,873",KSIC
법인,,솔라시도태양광발전(주),시설·자산운영,에너지·자원·환경,,"44,184",KSIC
법인,,송도개발피엠씨(유),시설·자산운영,부동산·임대,,"4,212",KSIC
법인,,송도랜드마크시티(유),시설·자산운영,부동산·임대,,"361,652",KSIC
법인,,송도파워(주),시설·자산운영,부동산·임대,,"3,383",KSIC
법인,,송정파크(주),시설·자산운영,부동산·임대,,"175,757",KSIC
법인,,수소에너지네트워크(주),시설·자산운영,에너지·자원·환경,,"20,089",KSIC
법인,,수양물류(주),운송·보관,육상운송,,"51,741",KSIC
법인,,수원삼성축구단(주),인적서비스,레저·숙박·스포츠,,"33,444",KSIC
법인,,수원학교사랑(주),인적서비스,부동산·임대,,"2,175",KSIC
법인,,쉘위파트너스(주),인적서비스,의료·보건,,13,KSIC
법인,,슈퍼랙(주),운송·보관,창고·물류,,142,KSIC
법인,,슈퍼트레인(주),소매,의류·패션,,"57,104",KSIC
법인,,스노우(주),플랫폼·중개,소프트웨어·IT,,"96,584",KSIC
법인,,스마일위드(주),인적서비스,사업지원서비스,,"4,201",KSIC
법인,,스마트미디어렙(주),인적서비스,미디어·광고·영상,,"10,891",KSIC
법인,,스무디킹코리아(주),인적서비스,식품·음료,,"1,892",KSIC
법인,,스위트밀(주),완제품제조,식품·음료,,"2,950",KSIC
법인,,스위트위드(주),완제품제조,식품·음료,,"1,455",KSIC
법인,,스테코(주),부품제조,전자·정밀,반도체·소자,"266,008",KSIC
법인,,스토케코리아(유),소매,다품목·범용,,"35,081",KSIC
법인,,스튜디오그리고(주),콘텐츠·SW,미디어·광고·영상,,-20,KSIC
법인,,스튜디오드래곤(주),콘텐츠·SW,미디어·광고·영상,,"525,756",KSIC
법인,,스튜디오리코(주),콘텐츠·SW,미디어·광고·영상,,"23,180",KSIC
법인,,스튜디오버드(주),콘텐츠·SW,미디어·광고·영상,,"4,182",KSIC
법인,,스튜디오슬램(주),콘텐츠·SW,미디어·광고·영상,,"35,966",KSIC
법인,,스튜디오아예중앙(주),시설·자산운영,미디어·광고·영상,,"86,360",KSIC
법인,,스튜디오에스(주),콘텐츠·SW,미디어·광고·영상,,"240,528",KSIC
법인,,스튜디오엔(주),콘텐츠·SW,미디어·광고·영상,,"117,913",KSIC
법인,,스튜디오피닉스(주),콘텐츠·SW,미디어·광고·영상,,"3,478",KSIC
법인,,스틸싸이클(주),소재제조,금속,비철금속,"74,579",KSIC
법인,,스틸싸이클에스씨(주),소재제조,금속,비철금속,"173,549",KSIC
법인,,스푼(주),인적서비스,미디어·광고·영상,,"40,299",KSIC
법인,,시그네틱스(주),부품제조,전자·정밀,반도체·소자,"103,047",KSIC
법인,,시노코쉽매니지먼트(주),운송·보관,창고·물류,,"10,433",KSIC
법인,,시노코탱커(주),운송·보관,해상운송,,"7,180",KSIC
법인,,시노코페트로케미컬(주),운송·보관,해상운송,,"984,185",KSIC
법인,,신경주역세권공영개발(주),시설·자산운영,부동산·임대,,"4,825",KSIC
법인,,신경주지역개발(주),인적서비스,사업지원서비스,,"1,336",KSIC
법인,,신공항하이웨이(주),운송·보관,창고·물류,,"312,566",KSIC
법인,,신라에이치엠(주),시설·자산운영,레저·숙박·스포츠,,"170,129",KSIC
법인,,신선대감만터미널(주),운송·보관,창고·물류,,"241,380",KSIC
법인,,신성자동차(주),도매·상사,기계·운송기기,완성차·부품,"225,991",KSIC
법인,,신세계건설(주),시공·건설,건설·시공,,"1,087,892",KSIC
법인,,신세계의정부역사(주),시설·자산운영,부동산·임대,,"10,373",KSIC
법인,,신안이쏠라(주),금융,자산운용업,,929,KSIC
법인,,신안풍력복합발전(주),시설·자산운영,에너지·자원·환경,,"1,026",KSIC
법인,,신영시티디벨로퍼(주),시설·자산운영,부동산·임대,,208,KSIC
법인,,신의도천일염(주),완제품제조,식품·음료,,"5,272",KSIC
법인,,신촌역사(주),시설·자산운영,부동산·임대,,"4,741",KSIC
법인,,신한벽지(주),소재제조,화학·소재,제지·포장,"60,665",KSIC
법인,,신한오토(유),도매·상사,기계·운송기기,완성차·부품,"20,453",KSIC
법인,,신화인터텍(주),소재제조,화학·소재,석유화학·기초,"206,806",KSIC
법인,,십일번가(주),소매,다품목·범용,,"437,623",KSIC
법인,,쌍용건설(주),시공·건설,건설·시공,,"1,843,318",KSIC
법인,,써브라임(주),인적서비스,전문서비스,,"22,659",KSIC
법인,,쓰리아이전기(주),시공·건설,건설·시공,,27,KSIC
법인,,씨마크서비스(주),인적서비스,고용·인력,,"13,727",KSIC
법인,,씨앤아이레저산업(주),인적서비스,부동산·임대,,47,KSIC
법인,,씨에스마린(주),운송·보관,해상운송,,"17,454",KSIC
법인,,씨에스유통(주),소매,다품목·범용,,"284,784",KSIC
법인,,씨에이씨파트너스자산운용(주),금융,자산운용업,,602,KSIC
법인,,씨에이치음료(주),완제품제조,식품·음료,,"15,505",KSIC
법인,,씨엑스솔루션(주),시공·건설,건설·시공,,"11,211",KSIC
세그먼트,씨제이(주),식품 및식품서비스,완제품제조,식품·음료,,17379980,키워드 「식품」
세그먼트,씨제이(주),신유통,소매,다품목·범용,,20298926,키워드 「유통」
세그먼트,씨제이(주),엔터테인먼트및 미디어,콘텐츠·SW,미디어·광고·영상,,5816764,키워드 「미디어」
세그먼트,씨제이대한통운(주),CL,운송·보관,창고·물류,,3373592,상속 — 키워드 없음
세그먼트,씨제이대한통운(주),택배,운송·보관,창고·물류,,3745736,상속 — 키워드 없음
세그먼트,씨제이대한통운(주),글로벌,운송·보관,창고·물류,,4359928,상속 — 키워드 없음
세그먼트,씨제이대한통운(주),건설,시공·건설,건설·시공,,805397,키워드 「건설」
법인,,씨제이대한통운비엔디(주),운송·보관,창고·물류,,"9,914",KSIC
