기업집단명,소속회사명,법인등록번호,KSIC,영위업종,종업원수,매출액,기업공개일,A세분류,A대분류,B1주업종,B1_2단,묶음노드,모수계층,판정근거
동원,(주)동원에프앤비,1101112101816,C1021,수산동물 가공 및 저장 처리업,"3,264","2,179,222",,완제품제조,제조,식품·음료,,,T2,KSIC C1021
동원,(주)동원티엘에스,2849110180205,H5291,육상 운송지원 서비스업,0,"11,337",,운송·보관,서비스,창고·물류,,,T2,KSIC H5291
동원,(주)동원홈푸드,1615110022122,C1083,조미료 및 식품 첨가물 제조업,"2,440","2,643,330",,완제품제조,제조,식품·음료,,,T2,KSIC C1083
케이씨씨,(주)동주,1341110006127,C1721,골판지 및 골판지 가공제품 제조업,75,"20,913",,소재제조,제조,화학·소재,제지·포장,,T2,KSIC C1721
케이씨씨,(주)동주상사,1101116191194,L6811,부동산 임대업,3,356,,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
케이씨씨,(주)동주피앤지,1747110022090,C2229,기타 플라스틱제품 제조업,15,"2,609",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2229
지에스,(주)동해그린에너지,1101113788671,D3511,발전업,0,"2,418",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC D3511
삼천리,(주)동해임산,1411110030359,L6812,부동산 개발 및 공급업,5,0,,,,,,,모수밖,매출 0
두산,(주)두산,1101110013774,C2622,인쇄회로기판 및 전자부품 실장기판 제조업,"1,749","1,767,596",1973/06/29,부품제조,제조,전자·정밀,기판·PCB,,T2,KSIC C2622
두산,(주)두산모빌리티이노베이션,1345110308129,C2811,"전동기, 발전기 및 전기 변환장치 제조업",113,"32,153",,완제품제조,제조,기계·운송기기,전력·중전기,,T2,KSIC C2811
두산,(주)두산베어스,1101110346919,R9119,기타 스포츠 서비스업,93,"79,529",,인적서비스,서비스,레저·숙박·스포츠,,,T2,KSIC R9119
두산,(주)두산인베스트먼트,1101118693031,K6491,여신금융업,9,"2,802",,금융,서비스,여신전문금융업,,,T2,KSIC K6491
두산,(주)두산테스나,1311110082427,C2611,전자집적회로 제조업,786,"303,874",2013/10/22,부품제조,제조,전자·정밀,반도체·소자,,T2,KSIC C2611
하이브,(주)드림에이지,1101118237219,J5821,게임 소프트웨어 개발 및 공급업,304,"62,750",,콘텐츠·SW,서비스,게임,,,T2,KSIC J5821
카카오,(주)드림위더스,1101116516160,N7531,경비 및 경호 서비스업,61,"13,465",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7531
한국교직원공제회,(주)디디아이엘브이씨위탁관리모부동산투자회사,1101118169157,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
에스케이,(주)디디아이여주스마트프로젝트위탁관리부동산투자회사,1101110950776,L6812,부동산 개발 및 공급업,0,5,,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
에스케이,(주)디디아이오에스108위탁관리부동산투자회사,1101118092150,L6811,부동산 임대업,0,0,,,,,,,모수밖,매출 0
DB,(주)디비글로벌칩,1311110703908,C2611,전자집적회로 제조업,203,"162,897",,부품제조,제조,전자·정밀,반도체·소자,,T2,KSIC C2611
DB,(주)디비기술투자,1211110457979,K6491,여신금융업,4,760,,금융,서비스,여신전문금융업,,,T2,KSIC K6491
DB,(주)디비아이엔씨,1101110210859,J6202,"컴퓨터시스템 통합 자문, 구축 및 관리업",975,"641,859",1993/01/06,인적서비스,서비스,소프트웨어·IT,,,T2,KSIC J6202
DB,(주)디비월드,1101110628086,R9112,골프장 및 스키장 운영업,94,"105,729",,시설·자산운영,서비스,레저·숙박·스포츠,,,T2,KSIC R9112
DB,(주)디비저축은행,1101110135627,K6499,그 외 기타 금융업,163,"183,142",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
DB,(주)디비하이텍,1101110026206,C2612,"다이오드, 트랜지스터 및 유사 반도체소자 제조업","2,229","1,213,776",1975/12/12,부품제조,제조,전자·정밀,반도체·소자,,T2,KSIC C2612
오씨아이,(주)디씨알이,1201110464149,L6812,부동산 개발 및 공급업,35,"451,763",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
BS,(주)디아이에셋,2001110727764,K6420,신탁업 및 집합투자업,2,471,,금융,서비스,자산운용업,,,T2,KSIC K6420
엘지,(주)디앤오,1101112411520,L6811,부동산 임대업,"1,003","227,023",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
엘지,(주)디앤오리츠운용,1101110920152,L6821,부동산 관리업,9,0,,,,,,,모수밖,매출 0
엘지,(주)디앤오씨엠,1101117030507,M7212,엔지니어링 서비스업,135,"33,117",,인적서비스,서비스,전문서비스,,,T2,KSIC M7212
금호석유화학,(주)디앤케이켐텍,1801111262053,C2225,플라스틱 발포 성형제품 제조업,117,"27,263",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2225
카카오,(주)디어유,1101116450615,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,104,"83,844",2021/11/10,콘텐츠·SW,서비스,소프트웨어·IT,,,T2,KSIC J5822
빗썸,(주)디에이에이,1101115700839,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,0,"18,677",,콘텐츠·SW,서비스,소프트웨어·IT,,,T2,KSIC J5822
대명화학,(주)디에이피,1244110006602,C2622,인쇄회로기판 및 전자부품 실장기판 제조업,"1,132","329,543",2004/05/14,부품제조,제조,전자·정밀,기판·PCB,,T2,KSIC C2622
씨제이,(주)디엑스이,1101116707404,M7139,기타 광고업,77,"8,461",,인적서비스,서비스,미디어·광고·영상,,,T2,KSIC M7139
DN,(주)디엔서비스,1942110040614,C3401,일반 기계류 수리업,0,0,,,,,,,모수밖,매출 0
DN,(주)디엔솔루션즈,1942110254136,C2922,가공 공작기계 제조업,"1,492","1,803,233",,완제품제조,제조,기계·운송기기,산업기계·로봇,,T2,KSIC C2922
DN,(주)디엔오토모티브,1845110000642,C3039,자동차용 기타 신품 부품 제조업,"1,604","986,280",1988/09/24,부품제조,제조,기계·운송기기,완성차·부품,,T2,KSIC C3039
일진글로벌,(주)디엔케이,1101118976346,L6811,부동산 임대업,0,0,,,,,,,모수밖,매출 0
대명화학,(주)디엠개발완주,2148110029053,L6812,부동산 개발 및 공급업,1,0,,,,,,,모수밖,매출 0
태영,(주)디엠씨미디어,1101112556631,M7139,기타 광고업,144,"26,435",,인적서비스,서비스,미디어·광고·영상,,,T2,KSIC M7139
대광,(주)디케이개발,1101114246818,L6811,부동산 임대업,2,28,,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
대광,(주)디케이랜드,2001110129100,F4111,주거용 건물 건설업,6,"27,585",,시공·건설,건설,건설·시공,,,T2,KSIC F4111
대광,(주)디케이레저,2001110635181,R9112,골프장 및 스키장 운영업,1,1,,시설·자산운영,서비스,레저·숙박·스포츠,,,T2,KSIC R9112
대광,(주)디케이로지스틱,2001110642962,H5210,보관 및 창고업,0,0,,,,,,,모수밖,매출 0
대광,(주)디케이물류,2001110429542,H5210,보관 및 창고업,2,"2,383",,운송·보관,서비스,창고·물류,,,T2,KSIC H5210
대광,(주)디케이쏠라,2001110677000,M7153,경영 컨설팅 및 공공 관계 서비스업,0,814,,인적서비스,서비스,전문서비스,,,T2,KSIC M7153
엘에스,(주)디케이씨,1243110014313,C2830,절연선 및 케이블 제조업,68,"129,722",,소재제조,제조,금속,전선·케이블,,T2,KSIC C2830
대광,(주)디케이에셋,2001110331680,L6811,부동산 임대업,1,957,,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
대광,(주)디케이엘,2001110245055,L6812,부동산 개발 및 공급업,56,"93,732",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
대광,(주)디케이원,2001110566500,L6812,부동산 개발 및 공급업,4,7,,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
대광,(주)디케이월드,2001110612585,L6812,부동산 개발 및 공급업,10,"15,147",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
대광,(주)디케이전력,2001110677018,M7153,경영 컨설팅 및 공공 관계 서비스업,0,806,,인적서비스,서비스,전문서비스,,,T2,KSIC M7153
카카오,(주)디케이테크인,1311110418804,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,753,"87,302",,콘텐츠·SW,서비스,소프트웨어·IT,,,T2,KSIC J5822
대광,(주)디케이플러스,1311110458876,F4111,주거용 건물 건설업,3,0,,,,,,,모수밖,매출 0
대광,(주)디케이하우징,2001110637632,L6811,부동산 임대업,1,110,,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
대명화학,(주)디코드컴퍼니,1101114708149,C1411,겉옷 제조업,60,"42,409",,완제품제조,제조,의류·패션,,,T2,KSIC C1411
DN,(주)디티알,2341110113583,C2890,기타 전기장비 제조업,35,"16,077",,완제품제조,제조,기계·운송기기,전력·중전기,,T2,KSIC C2890
씨제이,(주)디플러스스튜디오,1101115528653,J5911,"영화, 비디오물 및 방송프로그램 제작업",2,31,,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
넥슨,(주)딜로퀘스트,1311110077985,J5821,게임 소프트웨어 개발 및 공급업,15,0,,,,,,,모수밖,매출 0
쿠팡,(주)떠나요,1101115216141,N7529,기타 여행보조 및 예약 서비스업,41,"26,567",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7529
BS,(주)라데빵스,2001110166409,F4111,주거용 건물 건설업,2,0,,,,,,,모수밖,매출 0
한국콜마,(주)라우드랩스,1101118547098,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
대명화학,(주)라이블리팩토리,1348110566846,G4641,"생활용 섬유제품, 의복, 의복 액세 서리 및 모피제품 도매업",0,31,,도매·상사,유통,생활용품·가구,,,T2,KSIC G4641
카카오,(주)라이온하트스튜디오,1311110518696,J5821,게임 소프트웨어 개발 및 공급업,488,"85,658",,콘텐츠·SW,서비스,게임,,,T2,KSIC J5821
엘지,(주)라이트브레인,1101113550179,J6201,컴퓨터 프로그래밍 서비스업,89,"11,168",,인적서비스,서비스,소프트웨어·IT,,,T2,KSIC J6201
라인,(주)라인개발,2001110244726,F4111,주거용 건물 건설업,7,"2,594",,시공·건설,건설,건설·시공,,,T2,KSIC F4111
라인,(주)라인건설,2201110002659,F4111,주거용 건물 건설업,234,"529,716",,시공·건설,건설,건설·시공,,,T2,KSIC F4111
라인,(주)라인산업,2057110007169,F4111,주거용 건물 건설업,116,"291,039",,시공·건설,건설,건설·시공,,,T2,KSIC F4111
라인,(주)라인앤프라임,2001110409982,L6812,부동산 개발 및 공급업,3,"1,695",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
라인,(주)라인엘하우징,2001110316418,L6812,부동산 개발 및 공급업,6,"22,898",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
라인,(주)라인하우징,2001110351571,L6812,부동산 개발 및 공급업,5,"199,503",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
BS,(주)레드건설,1358110125104,F4111,주거용 건물 건설업,1,0,,,,,,,모수밖,매출 0
소노인터내셔널,(주)레드스톤에스테이트,2201110045740,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
카카오,(주)레디엔터테인먼트,1101113095331,M7390,"그 외 기타 전문, 과학 및 기술 서비스업",97,"19,520",,인적서비스,서비스,전문서비스,,,T2,KSIC M7390
대명화학,(주)레시피그룹,1101115440485,C1419,기타 봉제의복 제조업,137,"78,552",,완제품제조,제조,의류·패션,,,T2,KSIC C1419
대명화학,(주)레이어,1101115239862,C1411,겉옷 제조업,171,"191,943",,완제품제조,제조,의류·패션,,,T2,KSIC C1411
다우키움,(주)레진엔터테인먼트,1101114853291,J6399,그 외 기타 정보 서비스업,276,"110,350",,플랫폼·중개,서비스,소프트웨어·IT,,,T2,KSIC J6399
웅진,(주)렉스필드컨트리클럽,1312110017571,R9112,골프장 및 스키장 운영업,66,"22,004",,시설·자산운영,서비스,레저·숙박·스포츠,,,T2,KSIC R9112
크래프톤,(주)렐루게임즈,1311110706522,J5821,게임 소프트웨어 개발 및 공급업,40,"10,336",,콘텐츠·SW,서비스,게임,,,T2,KSIC J5821
엘지,(주)로보스타,1101111655393,C2928,산업용 로봇 제조업,209,"74,679",2011/10/17,완제품제조,제조,기계·운송기기,산업기계·로봇,,T2,KSIC C2928
롯데,(주)롯데아사히주류,1101110530033,G4633,음료 및 담배 도매업,70,"156,655",,도매·상사,유통,주류·담배,,,T2,KSIC G4633
롯데,(주)롯데자이언츠,1101110317556,R9119,기타 스포츠 서비스업,61,"81,084",,인적서비스,서비스,레저·숙박·스포츠,,,T2,KSIC R9119
크래프톤,(주)루도로보틱스코리아,1101110951549,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
한국콜마,(주)루미컴퍼니,1101110939991,G4644,"의약품, 의료용품 및 화장품 도매업",0,0,,,,,,,모수밖,매출 0
QCP그룹(舊 큐로홀딩스),(주)루비노,1342110137194,G4633,음료 및 담배 도매업,1,477,,도매·상사,유통,주류·담배,,,T2,KSIC G4633
엘지,(주)루치펠로코리아,1101115089316,C2042,"세제, 화장품 및 광택제 제조업",10,"8,965",,완제품제조,제조,화장품·뷰티,,,T2,KSIC C2042
빗썸,(주)루프이칠사사,1101116487262,M7131,광고 대행업,0,0,,,,,,,모수밖,매출 0
크래프톤,(주)룬샷게임즈,1101110944725,J5821,게임 소프트웨어 개발 및 공급업,36,0,,,,,,,모수밖,매출 0
오리온,(주)리가켐바이오사이언스,1601110206866,M7011,자연과학 연구개발업,182,"141,553",2013/05/10,인적서비스,서비스,의약·바이오,,,T2,KSIC M7011
이랜드,(주)리드,1101110723555,K6620,보험 및 연금관련 서비스업,8,"1,939",,금융,서비스,보험업,,,T2,KSIC K6620
대신,(주)리버빌,1443110002905,I5590,기타 숙박업,6,237,,시설·자산운영,서비스,레저·숙박·스포츠,,,T2,KSIC I5590
삼천리,(주)리벤트에너지,1716110029918,D3511,발전업,9,482,,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC D3511
호반,(주)리솜웨이하이골프리조트,1101113414953,R9112,골프장 및 스키장 운영업,0,0,,,,,,,모수밖,매출 0
소노인터내셔널,(주)리원개발,1101118890538,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
카카오,(주)링키지랩,1101115980316,J6312,포털 및 기타 인터넷 정보매개 서비스업,245,"11,927",,플랫폼·중개,서비스,소프트웨어·IT,,,T2,KSIC J6312
대명화학,(주)마뗑킴,1101116841070,C1512,"핸드백, 가방 및 기타 보호용 케이스 제조업",66,"135,683",,완제품제조,제조,의류·패션,,,T2,KSIC C1512
현대해상화재보험,(주)마이금융파트너,1101117770559,K6620,보험 및 연금관련 서비스업,76,"39,671",,금융,서비스,보험업,,,T2,KSIC K6620
신세계,(주)마인드마크,1101117467130,J5912,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업",16,"27,500",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5912
씨제이,(주)마켓보로,1101116002903,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,60,"25,617",,콘텐츠·SW,서비스,소프트웨어·IT,,,T2,KSIC J5822
빗썸,(주)마태플라워,1345110475118,M7153,경영 컨설팅 및 공공 관계 서비스업,0,0,,,,,,,모수밖,매출 0
애경,(주)마포애경타운,1101114007541,L6811,부동산 임대업,2,"22,932",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
하림,(주)맥시칸,1701110041062,G4610,상품 중개업,23,"21,288",,도매·상사,유통,다품목·범용,,,T2,KSIC G4610
대명화학,(주)머슬암드,1101118113146,C1411,겉옷 제조업,0,"1,138",,완제품제조,제조,의류·패션,,,T2,KSIC C1411
삼성,(주)멀티캠퍼스,1101111960792,P8565,직원훈련기관,897,"310,213",2006/11/16,인적서비스,서비스,교육,,,T2,KSIC P8565
농심,(주)메가마트,1101110222557,G4711,대형 종합 소매업,880,"354,259",,소매,유통,다품목·범용,,,T2,KSIC G4711
대명화학,(주)메가슈플렉스에스마켓코리아,1101113905168,G4743,신발 소매업,97,"113,733",,소매,유통,의류·패션,,,T2,KSIC G4743
HD현대,(주)메디굿파트너스,1101110927976,G4791,통신 판매업,5,78,,소매,유통,다품목·범용,,,T2,KSIC G4791
태광,(주)메르뱅,1101113845702,G4632,가공식품 도매업,3,"1,298",,도매·상사,유통,식품·음료,,,T2,KSIC G4632
카카오,(주)메타보라,1101115699165,J5821,게임 소프트웨어 개발 및 공급업,72,"5,189",,콘텐츠·SW,서비스,게임,,,T2,KSIC J5821
KG,(주)메타핀컴퍼니,1101118247268,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
엘아이지,(주)명성라이픽스,1101110819198,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,56,"87,303",,콘텐츠·SW,서비스,소프트웨어·IT,,,T2,KSIC J5822
