기업집단명,소속회사명,법인등록번호,KSIC,영위업종,종업원수,매출액,기업공개일,A세분류,A대분류,B1주업종,B1_2단,묶음노드,모수계층,판정근거
세아,(주)세아엘앤에스,1511110000847,H4930,도로 화물 운송업,99,"267,368",,운송·보관,서비스,육상운송,,,T2,KSIC H4930
세아,(주)세아엠앤에스,1244110076473,C2421,"비철금속 제련, 정련 및 합금 제조업",100,"1,992,258",,소재제조,제조,금속,비철금속,,T2,KSIC C2421
세아,(주)세아제강,1101116860640,C2413,철강관 제조업,805,"1,372,128",2018/10/05,소재제조,제조,금속,강관·형강·선재,,T2,KSIC C2413
세아,(주)세아제강지주,1101110118996,K6499,그 외 기타 금융업,53,"21,112",1969/05/13,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
세아,(주)세아창원특수강,1942110025248,C2411,"제철, 제강 및 합금철 제조업","1,196","1,399,084",,소재제조,제조,금속,철강,,T2,KSIC C2411
세아,(주)세아특수강,1746110005478,C2412,"철강 압연, 압출 및 연신제품 제조업",445,"718,999",,소재제조,제조,금속,철강,,T2,KSIC C2412
세아,(주)세아항공방산소재,1942110051392,C2429,기타 1차 비철금속 제조업,260,"128,716",,소재제조,제조,금속,,,T2,KSIC C2429
세아,(주)세아홀딩스,1101112276809,K6499,그 외 기타 금융업,63,"50,654",2001/07/30,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
농심,(주)세우,1341110000632,C1083,조미료 및 식품 첨가물 제조업,172,"138,646",,완제품제조,제조,식품·음료,,,T2,KSIC C1083
한국앤컴퍼니그룹(舊 한국타이어),(주)세일환경,2046110017830,E3822,지정 폐기물 처리업,0,0,,,,,,,모수밖,매출 0
엘에스,(주)세종전선,1647110093811,C2830,절연선 및 케이블 제조업,51,"66,368",,소재제조,제조,금속,전선·케이블,,T2,KSIC C2830
효성,(주)세종텍,1647110081767,C2229,기타 플라스틱제품 제조업,1,952,,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2229
중흥건설,(주)세중이엔씨,1701110440644,L6812,부동산 개발 및 공급업,5,"21,783",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
하림,(주)세티,1344110095710,G4653,산업용 기계 및 장비 도매업,17,"6,610",,도매·상사,유통,기계·운송기기,,,T2,KSIC G4653
소노인터내셔널,(주)센트럴파트너스,1101118350706,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
에코프로,(주)셀텍,1355110300843,G4610,상품 중개업,6,851,,도매·상사,유통,다품목·범용,,,T2,KSIC G4610
셀트리온,(주)셀트리온,1350110034038,C2110,기초 의약 물질 제조업,"3,104","2,928,638",2018/02/09,소재제조,제조,의약·바이오,,,T2,KSIC C2110
셀트리온,(주)셀트리온바이오솔루션스,1201111430876,C2110,기초 의약 물질 제조업,1,0,,,,,,,모수밖,매출 0
셀트리온,(주)셀트리온스킨큐어,1101111995723,G4644,"의약품, 의료용품 및 화장품 도매업",118,"40,796",,도매·상사,유통,의약·바이오,,,T2,KSIC G4644
셀트리온,(주)셀트리온엔터테인먼트,1101114767757,J5911,"영화, 비디오물 및 방송프로그램 제작업",12,"38,991",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
셀트리온,(주)셀트리온제약,1101112112764,C2121,완제 의약품 제조업,"1,034","536,400",2006/02/03,소재제조,제조,의약·바이오,,,T2,KSIC C2121
셀트리온,(주)셀트리온홀딩스,1201110551178,K6499,그 외 기타 금융업,10,"44,070",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
소노인터내셔널,(주)소노스퀘어,1801110068668,G4680,상품 종합 도매업,161,"162,871",1994/01/06,도매·상사,유통,다품목·범용,,,T2,KSIC G4680
소노인터내셔널,(주)소노스테이션,1101114488816,S9692,장례식장 및 관련 서비스업,135,"132,121",,인적서비스,서비스,사업지원서비스,,,T2,KSIC S9692
소노인터내셔널,(주)소노인터내셔널,1452110008433,I5510,일반 및 생활 숙박시설 운영업,"4,003","968,827",,시설·자산운영,서비스,레저·숙박·스포츠,,,T2,KSIC I5510
소노인터내셔널,(주)소노파트너스,1101115743392,M7390,"그 외 기타 전문, 과학 및 기술 서비스업",35,"17,089",,인적서비스,서비스,전문서비스,,,T2,KSIC M7390
엘아이지,(주)소프트원,1101112348426,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,170,"32,487",,콘텐츠·SW,서비스,소프트웨어·IT,,,T2,KSIC J5822
한솔,(주)솔머티리얼즈,1501110275938,C2012,기초 무기 화학물질 제조업,61,"21,982",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2012
씨제이,(주)송림에프에스,1543110036704,C1083,조미료 및 식품 첨가물 제조업,33,"14,665",,완제품제조,제조,식품·음료,,,T2,KSIC C1083
하이트진로,(주)송정,1615110048491,G4675,"종이 원지, 판지, 종이상자 도매업",19,"8,149",,도매·상사,유통,다품목·범용,,,T2,KSIC G4675
카카오,(주)쇼노트,1101115586693,R9019,기타 창작 및 예술관련 서비스업,40,"56,251",,인적서비스,서비스,음악·공연·엔터,,,T2,KSIC R9019
오리온,(주)쇼박스,1101111712309,J5913,"영화, 비디오물 및 방송프로그램 배급업",66,"62,496",2006/07/07,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5913
한화,(주)수서역환승센터복합개발,1345110563749,L6812,부동산 개발 및 공급업,9,59,,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
하이브,(주)수퍼톤,1311110586362,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,58,"2,328",,콘텐츠·SW,서비스,소프트웨어·IT,,,T2,KSIC J5822
카카오,(주)숲엔터테인먼트,1101114584549,M7390,"그 외 기타 전문, 과학 및 기술 서비스업",33,"39,810",,인적서비스,서비스,전문서비스,,,T2,KSIC M7390
씨제이,(주)슈퍼레이스,1101113402114,R9119,기타 스포츠 서비스업,29,"11,682",,인적서비스,서비스,레저·숙박·스포츠,,,T2,KSIC R9119
네이버,(주)슈퍼어썸,1101115486249,J5821,게임 소프트웨어 개발 및 공급업,37,"1,275",,콘텐츠·SW,서비스,게임,,,T2,KSIC J5821
카카오,(주)슈퍼코믹스스튜디오,1311110543669,J5819,기타 인쇄물 출판업,32,"4,129",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5819
신세계,(주)스마일페이먼츠,1101110941081,K6619,기타 금융 지원 서비스업,27,"27,214",,금융,서비스,결제·핀테크,,,T2,KSIC K6619
케이티,(주)스마트로,1101111536189,K6619,기타 금융 지원 서비스업,177,"215,771",,금융,서비스,결제·핀테크,,,T2,KSIC K6619
태광,(주)스마트투데이,1101110928829,J5812,"신문, 잡지 및 정기간행물 출판업",13,335,,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5812
대명화학,(주)스웨이드,1101118995990,C1411,겉옷 제조업,19,"8,594",,완제품제조,제조,의류·패션,,,T2,KSIC C1411
카카오,(주)스타쉽엔터테인먼트,1101113853226,J5920,오디오물 출판 및 원판 녹음업,237,"173,171",,콘텐츠·SW,서비스,음악·공연·엔터,,,T2,KSIC J5920
효성,(주)스타트럭코리아,1101113717828,G4511,자동차 신품 판매업,81,"187,025",,도매·상사,유통,기계·운송기기,완성차·부품,,T2,KSIC G4511
신세계,(주)스타필드고양,2850110340913,L6811,부동산 임대업,3,"120,225",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
신세계,(주)스타필드광주,2001110718862,L6811,부동산 임대업,0,0,,,,,,,모수밖,매출 0
신세계,(주)스타필드수원,1101116866953,L6811,부동산 임대업,15,"107,763",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
케이티앤지,(주)스타필드수원,1101116866953,L6811,부동산 임대업,15,"107,763",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
신세계,(주)스타필드안성,1346110091475,L6811,부동산 임대업,12,"77,434",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
신세계,(주)스타필드창원,1942110306804,L6811,부동산 임대업,2,0,,,,,,,모수밖,매출 0
신세계,(주)스타필드청라,1101115027671,L6811,부동산 임대업,2,0,,,,,,,모수밖,매출 0
신세계,(주)스타필드하남,1357110074452,L6811,부동산 임대업,15,"139,407",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
케이티,(주)스토리위즈,1101117397981,J5811,서적 출판업,25,"6,656",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5811
신세계,(주)스튜디오329,1101116112421,J5911,"영화, 비디오물 및 방송프로그램 제작업",6,"9,733",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
태영,(주)스튜디오라이프,1101110955287,J6022,"유선, 위성 및 기타 방송업",0,0,,,,,,,모수밖,매출 0
카카오,(주)스튜디오리얼라이브,1101118343173,J5911,"영화, 비디오물 및 방송프로그램 제작업",41,"14,023",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
태광,(주)스튜디오브레이브,1101110935768,J5911,"영화, 비디오물 및 방송프로그램 제작업",5,"2,138",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
원익,(주)스튜디오아이,1101117359874,J5911,"영화, 비디오물 및 방송프로그램 제작업",11,"1,574",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
현대자동차,(주)스튜디오어빗,1101118713839,J5911,"영화, 비디오물 및 방송프로그램 제작업",4,"1,778",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
카카오,(주)스튜디오원픽,1101117780433,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,13,"2,083",,콘텐츠·SW,서비스,소프트웨어·IT,,,T2,KSIC J5822
태영,(주)스튜디오일육일,1101116595817,M7390,"그 외 기타 전문, 과학 및 기술 서비스업",60,"10,072",,인적서비스,서비스,전문서비스,,,T2,KSIC M7390
네이버,(주)스튜디오제이에이치에스,2850110380810,J5811,서적 출판업,33,"23,836",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5811
카카오,(주)스튜디오좋,1101118191225,M7131,광고 대행업,49,"11,025",,인적서비스,서비스,미디어·광고·영상,,,T2,KSIC M7131
카카오,(주)스튜디오클론,1101114201060,J5911,"영화, 비디오물 및 방송프로그램 제작업",32,"4,471",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
씨제이,(주)스튜디오테이크원,1101116425262,J5911,"영화, 비디오물 및 방송프로그램 제작업",11,"2,092",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
네이버,(주)스튜디오툰,1101118296562,J5811,서적 출판업,17,390,,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5811
중흥건설,(주)스튜디오푸르지오,1101110939691,J5911,"영화, 비디오물 및 방송프로그램 제작업",0,0,,,,,,,모수밖,매출 0
태영,(주)스튜디오프리즘,1101117130919,J6022,"유선, 위성 및 기타 방송업",129,"157,675",,시설·자산운영,서비스,미디어·광고·영상,,,T2,KSIC J6022
카카오,(주)스튜디오플로우,1101117950466,J5911,"영화, 비디오물 및 방송프로그램 제작업",13,"14,952",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
엘에스,(주)스포츠모터사이클코리아,1101113688011,G4530,모터사이클 및 부품 판매업,14,"5,186",,도매·상사,유통,기계·운송기기,완성차·부품,,T2,KSIC G4530
사조,(주)슬로우포레스트,1101117355369,I5622,비알코올 음료점업,0,0,,,,,,,모수밖,매출 0
지에스,(주)승산,1101110110653,I5590,기타 숙박업,156,"35,458",,시설·자산운영,서비스,레저·숙박·스포츠,,,T2,KSIC I5590
신세계,(주)시그나이트,1101117538460,K6499,그 외 기타 금융업,14,"4,111",,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
태영,(주)시엘에스,1101118652946,J5911,"영화, 비디오물 및 방송프로그램 제작업",3,"1,031",,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
삼성,(주)시큐아이,1101111912503,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,526,"158,687",,콘텐츠·SW,서비스,소프트웨어·IT,,,T2,KSIC J5822
라인,(주)신도,2001110105689,G4521,자동차 신품 부품 및 내장품 판매업,0,41,,도매·상사,유통,기계·운송기기,완성차·부품,,T2,KSIC G4521
효성,(주)신동진,1101110160533,L6811,부동산 임대업,5,"21,194",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
신세계,(주)신세계,1101110028848,G4711,대형 종합 소매업,"2,856","2,002,553",1985/08/19,소매,유통,다품목·범용,,,T2,KSIC G4711
신세계,(주)신세계까사,1101110873102,G4752,가구 소매업,314,"247,032",,소매,유통,생활용품·가구,,,T2,KSIC G4752
신세계,(주)신세계동대구복합환승센터,1701110459570,G4711,대형 종합 소매업,253,"295,363",,소매,유통,다품목·범용,,,T2,KSIC G4711
신세계,(주)신세계동서울피에프브이,1101117257474,L6811,부동산 임대업,0,"10,486",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
신세계,(주)신세계디에프,1101115698315,G4713,면세점,355,"2,304,330",,소매,유통,다품목·범용,,,T2,KSIC G4713
신세계,(주)신세계라이브쇼핑,1701110510661,G4791,통신 판매업,292,"336,455",,소매,유통,다품목·범용,,,T2,KSIC G4791
신세계,(주)신세계사이먼,1101113239228,L6811,부동산 임대업,144,"235,453",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
신세계,(주)신세계센트럴,1101110087612,L6811,부동산 임대업,463,"340,886",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
신세계,(주)신세계아이앤씨,1101111408867,J6202,"컴퓨터시스템 통합 자문, 구축 및 관리업","1,296","667,979",2000/11/14,인적서비스,서비스,소프트웨어·IT,,,T2,KSIC J6202
신세계,(주)신세계야구단,1201110217366,R9119,기타 스포츠 서비스업,66,"72,202",,인적서비스,서비스,레저·숙박·스포츠,,,T2,KSIC R9119
신세계,(주)신세계엘앤비,1101114015338,G4633,음료 및 담배 도매업,682,"171,323",,도매·상사,유통,주류·담배,,,T2,KSIC G4633
신세계,(주)신세계인터내셔날,1101110282402,G4741,의복 소매업,938,"867,337",2011/07/14,소매,유통,의류·패션,,,T2,KSIC G4741
신세계,(주)신세계청담피에프브이,1101118093421,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
신세계,(주)신세계톰보이,1101110219497,G4741,의복 소매업,132,"189,928",,소매,유통,의류·패션,,,T2,KSIC G4741
신세계,(주)신세계푸드,1101110305288,G4610,상품 중개업,"2,209","1,215,811",2001/07/31,도매·상사,유통,다품목·범용,,,T2,KSIC G4610
신세계,(주)신세계프라퍼티,1101115284198,L6811,부동산 임대업,369,"361,064",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
신세계,(주)신세계프라퍼티부동산중개,1101110948323,L6822,"부동산 중개, 자문 및 감정평가업",0,0,,,,,,,모수밖,매출 0
신세계,(주)신세계프라퍼티투자운용,1101118830758,L6821,부동산 관리업,13,601,,인적서비스,서비스,부동산·임대,,,T2,KSIC L6821
신세계,(주)신세계화성,1348110581216,G4711,대형 종합 소매업,0,0,,,,,,,모수밖,매출 0
삼천리,(주)신승에너지,1348110269937,D3530,"증기, 냉․온수 및 공기조절 공급업",20,"10,993",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC D3530
포스코,(주)신안그린에너지,2057110014156,D3511,발전업,9,"15,243",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC D3511
에스케이,(주)신안증도태양광,2011110052938,D3511,발전업,0,0,,,,,,,모수밖,매출 0
신영,(주)신영,1101110618178,L6812,부동산 개발 및 공급업,88,"216,260",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
신영,(주)신영대농개발,1501110093512,L6812,부동산 개발 및 공급업,10,"214,286",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
신영,(주)신영루원시티개발,1501110241020,L6812,부동산 개발 및 공급업,0,86,,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
신영,(주)신영브라이튼여의도,1501110251805,L6812,부동산 개발 및 공급업,0,"431,994",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
신영,(주)신영씨앤디,1101110101909,F4111,주거용 건물 건설업,117,"150,478",,시공·건설,건설,건설·시공,,,T2,KSIC F4111
신영,(주)신영에셋,1101116914728,L6821,부동산 관리업,15,"2,086",,인적서비스,서비스,부동산·임대,,,T2,KSIC L6821
신영,(주)신영지웰하나제1호위탁관리부동산투자회사,1101110951889,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
신영,(주)신영테크노6피에프브이,1501110272570,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
신영,(주)신영피에프브이제1호,1501110247672,L6812,부동산 개발 및 공급업,0,"10,921",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
신영,(주)신영피에프브이제3호,1501110277596,L6812,부동산 개발 및 공급업,0,"3,997",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
신영,(주)신영한남동개발피에프브이,1501110278974,L6812,부동산 개발 및 공급업,0,"5,490",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
신영,(주)신영홈스더블유,1101114568478,L6811,부동산 임대업,0,"6,088",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
신영,(주)신영홈스부동산중개법인,1101115661693,L6821,부동산 관리업,0,0,,,,,,,모수밖,매출 0
신영,(주)신영화양지구개발피에프브이,1501110335568,L6812,부동산 개발 및 공급업,0,"196,981",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
태광,(주)실,1101110934346,G4644,"의약품, 의료용품 및 화장품 도매업",6,0,,,,,,,모수밖,매출 0
하림,(주)싱그린에프에스,2149110017139,C1012,육류 가공 및 저장 처리업,176,"52,175",,완제품제조,제조,식품·음료,,,T2,KSIC C1012
한진,(주)싸이버스카이,1101111993397,G4791,통신 판매업,21,"15,817",,소매,유통,다품목·범용,,,T2,KSIC G4791
하이브,(주)쏘스뮤직,1101115404514,J5920,오디오물 출판 및 원판 녹음업,64,"77,895",,콘텐츠·SW,서비스,음악·공연·엔터,,,T2,KSIC J5920
엠디엠,(주)쏘울컬렉션,1101116032356,G4610,상품 중개업,0,0,,,,,,,모수밖,매출 0
에스케이,(주)쏠리스,2057110024452,D3511,발전업,2,0,,,,,,,모수밖,매출 0
웅진,(주)쓰리에이미디어,1101113260091,C2229,기타 플라스틱제품 제조업,41,"22,315",,소재제조,제조,화학·소재,석유화학·기초,,T2,KSIC C2229
롯데,(주)씨그린에너지,1101110644454,L6812,부동산 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
호반,(주)씨더블유씨앤디,1101117448073,L6812,부동산 개발 및 공급업,1,0,,,,,,,모수밖,매출 0
삼성,(주)씨브이네트,1101111931686,F4232,통신 공사업,76,"48,625",,시공·건설,건설,건설·시공,,,T2,KSIC F4232
엘지,(주)씨브이파트너스,1101117687027,N7599,그 외 기타 사업지원 서비스업,666,"47,415",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7599
롯데,(주)씨아이코리아,1101116245032,G4719,그 외 기타 종합 소매업,0,0,,,,,,,모수밖,매출 0
오케이금융그룹,(주)씨앤피컴퍼니,1101116571065,K6420,신탁업 및 집합투자업,1,0,,,,,,,모수밖,매출 0
엘지,(주)씨에스리더,1101112271924,N7599,그 외 기타 사업지원 서비스업,709,"47,385",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7599
유진,(주)씨에스에코,1348110337370,E3822,지정 폐기물 처리업,48,"23,350",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC E3822
엘지,(주)씨에스원파트너,1101113961756,N7599,그 외 기타 사업지원 서비스업,"1,483","100,315",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7599
현대백화점,(주)씨엔에스푸드시스템,1512110011644,C1012,육류 가공 및 저장 처리업,164,"35,082",,완제품제조,제조,식품·음료,,,T2,KSIC C1012
원익,(주)씨엠에스랩,1101114052603,C2042,"세제, 화장품 및 광택제 제조업",133,"85,977",,완제품제조,제조,화장품·뷰티,,,T2,KSIC C2042
롯데,(주)씨와이글로벌,1342110053291,C2652,"오디오, 스피커 및 기타 음향기기 제조업",0,0,,,,,,,모수밖,매출 0
롯데,(주)씨와이프라임,1101118306816,M7131,광고 대행업,0,62,,인적서비스,서비스,미디어·광고·영상,,,T2,KSIC M7131
씨제이,(주)씨제이라이브시티,2850110312681,L6812,부동산 개발 및 공급업,14,990,,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
씨제이,(주)씨제이메조미디어,1101111679343,M7139,기타 광고업,298,"76,656",,인적서비스,서비스,미디어·광고·영상,,,T2,KSIC M7139
씨제이,(주)씨제이이엔엠,1101111109134,J5911,"영화, 비디오물 및 방송프로그램 제작업","3,105","2,783,751",1999/11/23,콘텐츠·SW,서비스,미디어·광고·영상,,,T2,KSIC J5911
씨제이,(주)씨제이텔레닉스,1101112146888,N7599,그 외 기타 사업지원 서비스업,"1,219","77,008",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7599
롯데,(주)씨텍,1101110589171,D3530,"증기, 냉․온수 및 공기조절 공급업",109,"775,855",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC D3530
엘지,(주)씨텍,1101110589171,D3530,"증기, 냉․온수 및 공기조절 공급업",109,"775,855",,시설·자산운영,서비스,에너지·자원·환경,,,T2,KSIC D3530
QCP그룹(舊 큐로홀딩스),(주)씨투미디어,1101117831525,J5911,"영화, 비디오물 및 방송프로그램 제작업",2,0,,,,,,,모수밖,매출 0
세아,(주)씨티씨,2844110108489,C2413,철강관 제조업,129,"38,334",,소재제조,제조,금속,강관·형강·선재,,T2,KSIC C2413
삼천리,(주)아네모이,1101117588267,K6420,신탁업 및 집합투자업,0,"11,666",,금융,서비스,자산운용업,,,T2,KSIC K6420
삼천리,(주)아네모이제3호,1101118001888,K6420,신탁업 및 집합투자업,0,"11,119",,금융,서비스,자산운용업,,,T2,KSIC K6420
반도홀딩스,(주)아레나레저,1201110615023,N7430,조경 관리 및 유지 서비스업,0,0,,,,,,,모수밖,매출 0
빗썸,(주)아론컴퍼니,1345110444337,M7153,경영 컨설팅 및 공공 관계 서비스업,0,0,,,,,,,모수밖,매출 0
빗썸,(주)아르카랩,1101110917806,G4649,"가방, 시계, 안경 및 기타 생활용품 도매업",3,21,,도매·상사,유통,생활용품·가구,,,T2,KSIC G4649
엘지,(주)아름누리,1501110302103,N7421,건물 및 산업설비 청소업,274,"13,219",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7421
한국앤컴퍼니그룹(舊 한국타이어),(주)아름덴티스트리,1601110302549,C2719,기타 의료용 기기 제조업,183,"36,090",,완제품제조,제조,의료·보건,,,T2,KSIC C2719
한국앤컴퍼니그룹(舊 한국타이어),(주)아름홀딩스,1601110501224,M7153,경영 컨설팅 및 공공 관계 서비스업,1,0,,,,,,,모수밖,매출 0
씨제이,(주)아메바컬쳐,1101113511501,J5920,오디오물 출판 및 원판 녹음업,21,"8,643",,콘텐츠·SW,서비스,음악·공연·엔터,,,T2,KSIC J5920
아모레퍼시픽,(주)아모레퍼시픽,1101113471036,C2042,"세제, 화장품 및 광택제 제조업","4,784","2,653,726",2006/06/29,완제품제조,제조,화장품·뷰티,,,T2,KSIC C2042
아모레퍼시픽,(주)아모레퍼시픽홀딩스,1101110026644,K6499,그 외 기타 금융업,65,"52,355",1973/04/30,지주·투자,서비스,다품목·범용,,Y,T2,K6499 지주회사
아이에스지주,(주)아모르소프트,1101114681577,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,0,0,,,,,,,모수밖,매출 0
아모레퍼시픽,(주)아모스프로페셔널,1101110190829,G4644,"의약품, 의료용품 및 화장품 도매업",95,"79,136",,도매·상사,유통,의약·바이오,,,T2,KSIC G4644
HD현대,(주)아비커스,1101117702940,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,108,"16,071",,콘텐츠·SW,서비스,소프트웨어·IT,,,T2,KSIC J5822
라인,(주)아산하이테크밸리,1648110136122,L6812,부동산 개발 및 공급업,1,"19,040",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
빗썸,(주)아셀코퍼레이션,1345110076335,M7153,경영 컨설팅 및 공공 관계 서비스업,0,0,,,,,,,모수밖,매출 0
빗썸,(주)아시아에스테이트,1101116895291,L6822,"부동산 중개, 자문 및 감정평가업",3,0,,,,,,,모수밖,매출 0
네이버,(주)아실,1701110679847,J6399,그 외 기타 정보 서비스업,9,"4,296",,플랫폼·중개,서비스,소프트웨어·IT,,,T2,KSIC J6399
BS,(주)아영,2014110024030,F4122,토목시설물 건설업,21,"1,832",,시공·건설,건설,건설·시공,,,T2,KSIC F4122
한화,(주)아워홈,1101111862592,I5613,기관 구내식당업,"10,317","2,207,066",,인적서비스,서비스,외식·급식,,,T2,KSIC I5613
카카오,(주)아이브이쥐,1311110077673,M7153,경영 컨설팅 및 공공 관계 서비스업,0,0,,,,,,,모수밖,매출 0
토스,(주)아이샵케어,1101113888059,G4731,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",169,"19,439",,소매,유통,전자·정밀,전자기기·모듈,,T2,KSIC G4731
빗썸,(주)아이씨비앤코,1101116589943,M7153,경영 컨설팅 및 공공 관계 서비스업,0,0,,,,,,,모수밖,매출 0
롯데,(주)아이알엠,1101115556266,C2629,기타 전자부품 제조업,0,0,,,,,,,모수밖,매출 0
카카오,(주)아이앤아이소프트,1101112164723,J5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,15,"2,809",,콘텐츠·SW,서비스,소프트웨어·IT,,,T2,KSIC J5822
세아,(주)아이언그레이,1101114992768,L6811,부동산 임대업,12,"52,510",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6811
에스케이,(주)아이에스시,1311110057876,C2629,기타 전자부품 제조업,382,"182,200",2007/10/01,부품제조,제조,전자·정밀,전자기기·모듈,,T2,KSIC C2629
한화,(주)아이에프씨그룹,1801110505412,K6620,보험 및 연금관련 서비스업,138,"169,625",,금융,서비스,보험업,,,T2,KSIC K6620
고려에이치씨,(주)아이티더블유메가라인,1101114247361,H5011,외항 운송업,2,"30,598",,운송·보관,서비스,해상운송,,,T2,KSIC H5011
엘지,(주)아인텔레서비스,1801110367581,N7599,그 외 기타 사업지원 서비스업,"1,207","83,870",,인적서비스,서비스,사업지원서비스,,,T2,KSIC N7599
두나무,(주)아카이브엔터테인먼트,1345110637859,M7390,"그 외 기타 전문, 과학 및 기술 서비스업",3,"1,161",,인적서비스,서비스,전문서비스,,,T2,KSIC M7390
지에스,(주)아크로스,1341110177134,C2719,기타 의료용 기기 제조업,86,"95,385",,완제품제조,제조,의료·보건,,,T2,KSIC C2719
한화,(주)안성테크노로지스틱스,1346110123418,H5210,보관 및 창고업,0,0,,,,,,,모수밖,매출 0
한화,(주)안성테크노밸리,1346110099669,L6812,부동산 개발 및 공급업,0,"62,413",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
카카오,(주)안테나,1101115784362,J5920,오디오물 출판 및 원판 녹음업,58,"33,008",,콘텐츠·SW,서비스,음악·공연·엔터,,,T2,KSIC J5920
영풍,(주)알란텀,1311110215078,C2591,"금속 단조, 압형 및 분말야금 제품 제조업",13,"5,408",,부품제조,제조,금속,,,T2,KSIC C2591
소노인터내셔널,(주)알론디벨롭먼트,1101117749075,L6812,부동산 개발 및 공급업,2,0,,,,,,,모수밖,매출 0
포스코,(주)알앤알물류,1101116371184,L6812,부동산 개발 및 공급업,4,"1,982",,시설·자산운영,서비스,부동산·임대,,,T2,KSIC L6812
