고유번호,법인등록번호,회사명,최대주주연도,출자연도,오류
00147152,1801110024496,(주)유니크,2025,2025,
00366942,1346110012744,(주)미코,2025,2025,
00369569,1760110022266,(주)비케이홀딩스,2025,2025,
00173795,1101110047864,(주)신흥,2025,2025,
00762377,1101113438507,(주)씨앗,2025,2025,
01251595,1358110168906,압타바이오(주),2025,2025,
01507722,1311110511690,주식회사 켈스,2025,2025,
00609315,1101111870347,(주)멜파스,2025,2025,
00681249,1412110022619,(주)씨유메디칼시스템,2025,2025,
00620868,1101113224849,(주)아이티센글로벌,2025,2025,
00122728,1101110016091,(주)범양사,2025,2025,
00506294,1101111777585,(주)가비아,2025,2025,
00923792,1101112246414,(주)내츄럴엔도텍,2025,2025,
01429840,1101114934273,주식회사 아이티아이즈,2025,2025,
00164362,2011110000276,(주)행남사,2025,2025,
00493325,1501110075164,(주)에이엘티,2025,2025,
00535746,1101111848914,(주)컴투스홀딩스,2025,2025,
00261054,1615110003619,(주)이지,2025,2025,
00145686,1101110018138,이화산업(주),2025,2025,
00400857,1101111846174,(주)에이블씨엔씨,2025,2025,
00151863,1101110220204,(주)청호ICT,2025,2025,
00127802,1701110000935,삼익THK(주),2025,2025,
00149947,1101110019342,JW중외제약(주),2025,2025,
01194607,1314110373599,주식회사 비츠로넥스텍,2025,2025,
00399694,1101111263203,(주)숲,2025,2025,
00158024,1741110001294,케이비아이메탈(주),2025,2025,
00173449,1501110000765,(주)빌리언스,2025,2025,
00256502,1101110954374,(주)에이텍,2025,2025,
00271501,1101110944622,(주)코아시아,2025,2025,
00145163,1601110005177,파미셀(주),2025,2025,
00152385,1101110122731,(주)에이프로젠,2025,2025,
00305570,1243110031007,(주)코스리거글로벌,2025,2025,
00357607,1350110047883,(주)케이피티유,2025,2025,
00261443,1101111387748,(주)엔씨,2025,2025,
00371740,1760110017077,(주)디티씨,2025,2025,
00404941,2301110052355,(주)한텍,2025,2025,
00409964,1545110012907,(주)하이텍팜,2025,2025,
00530413,1615110031686,(주)더코디,2025,2025,
00117629,1201110002056,케이비아이동양철관(주),2025,2025,
00174527,1701110001131,에이치에스화성(주),2025,2025,
00307037,1101110704896,(주)더스텔라,2025,2025,
00160010,1350110031042,(주)한국큐빅,2025,2025,
01221752,1101112548993,(주)지에프씨생명과학,2025,2025,
01504211,1101114778316,(주)라메디텍,2025,2025,
00108135,1345110000014,(주)녹십자홀딩스,2025,2025,
00411808,1244110019788,(주)제이오,2025,2025,
00125530,1101110090516,(주)삼립,2025,2025,
00129679,1101110109854,(주)녹십자,2025,2025,
00991225,1101115017614,(주)더콘텐츠온,2025,2025,
00407036,1101111424243,선바이오(주),2025,2025,
00541437,1101111983653,(주)코렌텍,2025,2025,
00585608,1101112551996,(주)커넥트웨이브,2024,2024,
00162063,1101110075683,한신공영(주),2025,2025,
00554352,1101111982720,아이큐어(주),2025,2025,
01622720,1101118191613,(주)케이비스타위탁관리부동산투자회사,2025,2025,
00619640,1101113085598,(주)에코앤드림,2025,2025,
00366517,1312110004403,(주)케이씨산업,2025,2025,
00787057,1345110144268,(주)휴맥스,2025,2025,
00813389,1358110105388,(주)베셀,2025,2025,
01381391,1101115055284,주식회사 에스피소프트,2025,2025,
01445024,1101116306420,한패스 주식회사,2025,2025,
01299106,1643110019980,농업회사법인 우듬지팜 주식회사,2025,2025,
01513699,1101116501830,주식회사 포바이포,2025,2025,
01028164,2001110396882,(주)광주은행,2025,2025,
00867849,1101113104661,(주)오파스넷,2025,2025,
00255619,1449110001666,(주)강원랜드,2025,2025,
00525679,1345110065662,(주)차바이오텍,2025,2025,
01053540,1246110260311,(주)퓨쳐켐,2025,2025,
01706819,1101118498069,유안타제14호기업인수목적 주식회사,2025,2025,
01229240,2850110181903,(주)가이아코퍼레이션,2025,2025,
00356802,1101110839071,큐렉소(주),2025,2025,
01035678,1101113016999,(주)링크드,2025,2025,
01049422,1101115545962,(주)썸에이지,2025,2025,
00107598,1101110092976,남양유업(주),2025,2025,
00302078,1101110793657,(주)엠피씨플러스,2025,2025,
00298270,1101111138985,(주)안랩,2025,2025,
00367482,1601110075170,(주)빛과전자,2025,2025,
00876865,1101114255801,(주)네오오토,2025,2025,
00141404,1347110000408,블루산업개발 주식회사,2025,2025,
00164876,1101110042476,케이비증권 주식회사,2025,2025,
00111218,1201110012914,KD(주),2025,2025,
01223219,1752110007968,에이에프더블류(주),2025,2025,
01227039,1311110423499,파라택시스 코리아(주),2025,2025,
00479705,1101111551608,(주)케스피온,2025,2025,
01042650,1101113926875,(주)큐리언트,2025,2025,
00523176,1101110907521,광동헬스바이오(주),2025,2025,
00787376,1701110387416,대성에너지(주),2025,2025,
01573336,1601110406466,(주)토모큐브,2025,2025,
01875146,1101119077078,신한제16호기업인수목적 주식회사,2025,2025,
01089350,1101115723120,(주)켐트로스,2025,2025,
01359815,1101117032545,(주)한울반도체,2025,2025,
00815369,1314110241465,(주)에스제이엠,2025,2025,
00136642,1101110512049,(주)에스유앤피,2024,2024,
01669794,1101114515908,(주)아이엘로보틱스,2025,2025,
00121543,1901110002721,(주)무학,2025,2025,
00336297,1101110787080,고려신용정보(주),2025,2025,
00815095,1314110212929,우리이앤엘하루틴(주),2025,2025,
00556712,1101111634272,(주)힘스,2025,2025,
01409095,1101114445072,비트맥스(주),2025,2025,
00132211,1101110027593,(주)선앤엘,2025,2025,
01514698,1101117695210,(주)엑스플러스,2025,2025,
00300557,1648110015300,(주)위니아,2025,2025,
00408956,1701110150847,(주)제넨바이오,2024,2024,
00925374,1355110102249,주식회사 윤성에프앤씨,2025,2025,
01109955,1101112914459,(주)링크제니시스,2025,2025,
00160861,2111110001090,(주)한농화성,2025,2025,
00660033,1201110330796,(주)씨엔플러스,2025,2025,
00219440,1101110604200,(주)휴맥스홀딩스,2025,2025,
01675227,1101118365862,삼성기업인수목적7호 주식회사,2024,2024,
01335930,1101116250940,주식회사 티움바이오,2025,2025,
00141529,1341110002258,(주)오뚜기,2025,2025,
01097906,1101115794494,케이에이치건설 주식회사,2025,2025,
00384717,1545110007397,(주)비엘팜텍,2025,2025,
00105165,1152110000609,극동전선(주),2025,2025,
00370200,1101111631476,(주)아이로보틱스,2025,2025,
00445160,1615110044697,APS이노베이션 주식회사,2025,2025,
01738483,1101118611934,대신밸런스제16호기업인수목적(주),2025,2025,
01516890,1101114861971,이에이트(주),2025,2025,
01307593,1348110309577,(주)에이아이코리아,2025,2025,
01110474,1201110715352,풍전약품(주),2025,2025,
00151298,1801110004753,DSR제강(주),2025,2025,
00378363,1101110746474,(주)삼에스코리아,2025,2025,
00761183,1942110068066,신성에스티(주),2025,2025,
00938721,1351110088083,주식회사 필옵틱스,2025,2025,
01575361,2845110012696,세븐브로이맥주 주식회사,2025,2025,
01034730,1348110243379,크로넥스(주),2025,2025,
00178754,1801110019843,(주)동아지질,2025,2025,
00442570,1101110600430,(주)제우스,2025,2025,
01639508,2811110080389,(주)뉴엔에이아이,2025,2025,
00125965,1243110021149,케이에이치미래물산(주),2025,2025,
01450938,2201110120203,(주)지에프아이,2025,2025,
01565054,1101116277580,주식회사 그래피,2025,2025,
00608802,1345110031382,(주)텔콘알에프제약,2025,2025,
00911229,1201110216699,(주)라온로보틱스,2025,2025,
00173102,1101110220882,(주)모나리자,2025,2025,
00268251,1101110924765,(주)다산네트웍스,2025,2025,
00874168,1311110132107,(주)싸이닉솔루션,2025,2025,
00770312,1345110080529,(주)마니커에프앤지,2025,2025,
01152586,1201110592130,(주)유일로보틱스,2025,2025,
00608699,1101113615121,주식회사 탑코미디어,2025,2025,
00610083,1101112405721,(주)비아트론,2025,2025,
00136004,1101110224727,신라에스지(주),2025,2025,
00220057,1101111105364,(주)GC메디아이,2025,2025,
00363510,1101111833486,제이케이시냅스(주),2025,2025,
00129615,1243110024177,(주)상보,2025,2025,
00124726,1152110000287,(주)빙그레,2025,2025,
00101433,1101110089395,(주)경농,2025,2025,
00226352,1348110020579,(주)케이엠더블유,2025,2025,
01497373,1101116801206,주식회사 아이엠비디엑스,2025,2025,
01290132,1101114969006,주식회사 인터로이드,2025,2025,
00270113,1341110063143,(주)멕아이씨에스,2025,2025,
00112457,1101110036148,대주산업(주),2025,2025,
01587056,1101114175728,엔젯 주식회사,2025,2025,
01636565,1348110182973,루미르 주식회사,2025,2025,
01023318,1411110025962,주식회사 센코,2025,2025,
00364467,1101111637383,(주)드림어스컴퍼니,2025,2025,
01114586,1101114481282,주식회사 셀레믹스,2025,2025,
01744703,1101118617502,에스케이증권제10호기업인수목적 주식회사,2025,2025,
01091382,1101115745520,(주)세토피아,2025,2025,
01050738,1101110301632,(주)솔트룩스,2025,2025,
00598198,1101113544263,컴퍼니케이파트너스(주),2025,2025,
00867034,1101112647604,(주)듀켐바이오,2025,2025,
01436628,1101117375375,주식회사 이지스레지던스위탁관리부동산투자회사,2025,2025,
00199988,1801110021509,SY동아(주),2025,2025,
01160974,1201110388092,주식회사 바이오에프디엔씨,2025,2025,
00141273,1101110179659,웰바이오텍(주),2025,2025,
00175650,1701110033093,케이씨더블류 (주),2025,2025,
01284876,1101114116433,인스피언(주),2025,2025,
00306870,1201110144999,(주)손오공,2025,2025,
00945776,1801110317619,(주)지슨,2024,2024,
01577952,1601110451528,(주)지투지바이오,2025,2025,
00273110,1243110025472,(주)에스티큐브,2025,2025,
01489648,1311110597525,솔브레인 주식회사,2025,2025,
01573381,1311110405091,레이저쎌 주식회사,2025,2025,
00195229,1101110792667,(주)미스토홀딩스,2025,2025,
00260745,1101110853419,서울평가정보(주),2025,2025,
00299358,1801110124923,(주)트레스,2025,2025,
01547933,1101115060754,(주)미쥬,2025,2025,
00965062,2101110025083,(주)코셋,2025,2025,
00535375,1101112605793,키네마스터(주),2025,2025,
00148504,1101110013419,(주)한국스탠다드차타드은행,2025,2025,
00194947,1101110692875,한전산업개발(주),2025,2025,
00117498,1243110008204,스틱인베스트먼트(주),2025,2025,
00102353,1701110007733,경창산업(주),2025,2025,
00488989,1348110094160,한양디지텍(주),2025,2025,
00147295,2101110000043,(주)전북은행,2025,2025,
00679314,1801110633031,(주)동성케미컬,2025,2025,
00159342,1101110426688,한국정보통신(주),2025,2025,
01242241,1101113108465,주식회사 샌즈랩,2025,2025,
00684732,1545110039324,풀무원식품 (주),2025,2025,
00531014,1351110051329,(주)유진테크,2025,2025,
00442826,1243110016976,대봉엘에스(주),2025,2025,
01872459,1942110242397,(주)본시스템즈,2025,2025,
00398701,1760110022654,(주)엘앤에프,2025,2025,
01022142,1355110198834,엠디바이스 주식회사,2025,2025,
01118139,1101115361566,주식회사 타스컴,2025,2025,
00838005,1201110447781,(주)서진시스템,2025,2025,
00241236,1101111299125,(주)에이치씨코퍼레이션,2025,2025,
01157235,1311110157098,(주)아스타,2025,2025,
01256864,1101115974020,에이비엘바이오(주),2025,2025,
00820352,2850110151881,(주)파인텍,2025,2025,
00109824,1101110021678,대림통상(주),2025,2025,
00111838,1501110003058,(주)대원,2025,2025,
00120289,1101110569074,(주)제이에스티나,2025,2025,
00113243,1101110003733,대한제분(주),2025,2025,
00144243,1101110382020,유니슨(주),2025,2025,
00115287,1101110124521,(주)동방,2025,2025,
00170026,1101110562896,(주)시공테크,2025,2025,
00204323,1746110015485,키스트론(주),2025,2025,
00118266,1801110000339,(주)디알비동일,2025,2025,
00130879,1101110059702,서울식품공업(주),2025,2025,
00159795,1801110054691,(주)한국카본,2025,2025,
00668600,1101113306861,(주)케이옥션,2025,2025,
01693922,1101118444707,(주)지슨,2025,2025,
00382199,1101112322438,(주)신한금융지주회사,2025,2025,
00492894,1601110069636,(주)젬백스&카엘,2025,2025,
01385005,1101114625385,(주)리브스메드,2025,2025,
01829819,1101114561985,(주)아크릴,2025,2025,
00115612,1101110005002,동부건설(주),2025,2025,
01031502,1345110233665,(주)코아시아씨엠,2025,2025,
01066058,1311110242344,(주)파마리서치바이오,2025,2025,
01376715,1101115575662,(주)디앤디파마텍,2025,2025,
00833064,1341110106357,(주)엠플러스,2025,2025,
01201590,1311110396927,에브리봇(주),2025,2025,
01274310,1101114694679,이오플로우(주),2025,2025,
00149266,1243110025539,씨앤에이치(주),2025,2025,
01814312,1101118873047,한국제14호기업인수목적 주식회사,2024,2024,
01137860,1152110049566,(주)위너스일렉,2025,2025,
01021949,2850110209804,(주)덱스터스튜디오,2025,2025,
01117413,1101111786057,주식회사 바이오다인,2025,2025,
00111874,1301110007533,대원산업(주),2025,2025,
00117276,1243110005721,(주)네이처셀,2025,2025,
00144395,1101110180888,(주)동서,2025,2025,
00328191,1801110328550,(주)케이에스피,2025,2025,
00489243,1341110065470,(주)동아엘텍,2025,2025,
00173740,1101110087018,(주)신한,2025,2025,
01063990,1101115638741,(주)로보로보,2025,2025,
00178851,1601110004426,(주)동양에스텍,2025,2025,
00131504,1701110023002,(주)서한,2025,2025,
01704680,1101117398913,(주)엠83,2025,2025,
01243161,1101116471554,(주)인산가,2025,2025,
01108442,1101115855973,(주)에치에프알,2025,2025,
00101044,1101110036396,(주)에이프로젠바이오로직스,2025,2025,
00372129,1101111807910,전진건설로봇(주),2025,2025,
00172185,1101110054760,(주)남성,2025,2025,
00152127,1501110006185,(주)심텍홀딩스,2025,2025,
00260392,1348110001181,대원전선(주),2025,2025,
00301422,1943110003995,(주)스모트로닉,2025,2025,
00198697,1545110006076,일진디스플레이(주),2025,2025,
00220613,1746110022860,넥스틸(주),2025,2025,
00361169,1101111665350,한국전자인증(주),2025,2025,
00361381,1701110111352,(주)제이브이엠,2025,2025,
00365590,1101111568885,에이치엘비생명과학(주),2025,2025,
01399071,1101115487437,주식회사 고바이오랩,2025,2025,
00807555,1101112937857,메가엠디(주),2025,2025,
01275665,1311110100021,(주)리메드,2025,2025,
00102751,1801110001494,고려산업(주),2025,2025,
00123541,2011110000036,보해양조(주),2025,2025,
00162416,1101110026834,한양증권(주),2025,2025,
00296263,1311110021699,와이더블유 주식회사,2025,2025,
00406222,1301110059360,(주)쎄크,2025,2025,
01253636,1601110372344,(주)에르코스 농업회사법인,2025,2025,
00163691,1101110003262,(주)유수홀딩스,2025,2025,
00491415,1101111877103,(주)인포바인,2025,2025,
01042711,1101115480233,글로벌텍스프리(주),2025,2025,
01782183,1101117013206,(주)카나프테라퓨틱스,2025,2025,
00415628,2301110060126,(주)세진중공업,2025,2025,
00365624,1845110020244,(주)아이윈,2025,2025,
00816544,1101113500249,(주)토니모리,2025,2025,
00828497,1348110197550,한미약품(주),2025,2025,
00447487,1311110047918,(주)제주반도체,2025,2025,
00475976,1101112039934,(주)인콘,2025,2025,
00488244,1350110093737,(주)원일티엔아이,2025,2025,
01156795,1345110030227,(주)프로젠,2025,2025,
00560122,1101112072330,(주)한울소재과학,2025,2025,
01042359,1101115478626,지엘팜텍(주),2025,2025,
00962223,1311110131159,지니언스(주),2025,2025,
01764099,1355110281176,(주)링크솔루션,2025,2025,
01375822,1401110050944,주식회사 에이프릴바이오,2025,2025,
00475718,1350110096608,(주)이엠앤아이,2025,2025,
00197476,1812110024485,(주)코엔텍,2025,2025,
00580056,1601110052665,(주) 스맥,2025,2025,
00585538,1101112149890,(주)에스에너지,2025,2025,
00596677,1101113581075,(주)매커스,2025,2025,
00599106,1101113623463,(주)네오리진,2025,2025,
00654175,1351110069710,(주)피엠티,2025,2025,
00778235,1101113840843,주식회사 티에스인베스트먼트,2025,2025,
00866451,1601110172108,워트 주식회사,2025,2025,
00916516,2801110086726,(주)흥국에프엔비,2025,2025,
01037214,1101112063743,(주)킵스바이오파마,2025,2025,
01042979,1101115503308,휴마시스(주),2025,2025,
00536286,1344110020543,(주)윈팩,2025,2025,
00957735,1101111421273,(주)클리오,2025,2025,
00118044,1101110046204,동원수산(주),2025,2025,
00624378,1101112059031,(주)마이크로투나노,2025,2025,
01437432,1101116363313,주식회사 디티앤씨알오,2025,2025,
00120924,1101110099609,매일홀딩스(주),2025,2025,
00479787,1101111204637,(주)인텍플러스,2025,2025,
01139497,1647110011772,주식회사 에스제이켐,2025,2025,
01046391,1311110251395,(주)싸이토젠,2025,2025,
01068737,1101114838516,주식회사 에이치피오,2025,2025,
01073678,1341110170980,(주)얼라인드제네틱스,2025,2025,
01089378,1101115703594,(주)디와이디,2025,2025,
01095704,1101115779909,케이엠제약(주),2025,2025,
01124680,1101115879030,(주)보라티알,2025,2025,
01210066,1101112564478,주식회사 리파인,2025,2025,
01222867,1358110168568,(주)제테마,2025,2025,
01226410,1358110238402,(주)씨앤씨인터내셔널,2025,2025,
01258020,1101112838477,주식회사 에스바이오메딕스,2025,2025,
01261644,1601110293889,(주)레인보우로보틱스,2025,2025,
01299203,1311110336238,(주)그리드위즈,2025,2025,
01393721,1101117167128,(주)포커스에이아이,2025,2025,
01406265,1101114474659,주식회사 와이랩,2025,2025,
00177199,1801110071794,디씨엠(주),2025,2025,
00430089,1314110133612,삼보오토(주),2025,2025,
01297898,1601110362866,(주)마음에이아이,2025,2025,
00442455,1760110025872,(주)코스나인,2025,2025,
01035942,1341110069167,(주)메디안디노스틱,2025,2025,
00150536,1101110233629,진양제약(주),2025,2025,
00402110,1311110047447,(주)시큐브,2025,2025,
01051065,1101114962042,(주)엔비티,2025,2025,
00820389,1211110117424,(주)한울비앤씨,2025,2025,
01311310,1648110065785,주식회사 지아이텍,2025,2025,
00617998,1348110015885,(주)폴라리스세원,2025,2025,
00618410,1955110072268,(주)케이에스인더스트리,2025,2025,
01416642,1101117263174,주식회사 다보링크,2025,2025,
01435489,1942110310912,범한퓨얼셀 주식회사,2025,2025,
01437858,1615110116305,주식회사 진시스템,2025,2025,
01440153,1101117417458,(주)넥사다이내믹스,2025,2025,
01462605,1351110102065,지투파워(주),2025,2025,
01480568,1101117474424,(주)이지바이오,2025,2025,
01638387,1348110428195,케이지에이(주),2025,2025,
01784914,1101116394954,주식회사 클로봇,2025,2025,
01406618,1101117221677,(주)비올메디컬,2025,2025,
01947072,1101110932427,미래에셋비전기업인수목적8호 주식회사,2025,2025,
01335851,2052110029832,주식회사 박셀바이오,2025,2025,
01946596,1101110934004,미래에셋비전기업인수목적9호 주식회사,2025,2025,
01867749,1101114340909,(주)유비씨,2025,2025,
01261893,1346110087565,(주)케이씨텍,2025,2025,
01649620,1101117213757,아우토크립트 주식회사,2025,2025,
00144021,1201110001769,원풍물산(주),2025,2025,
00664853,1358110124726,제이씨케미칼(주),2025,2025,
00172936,1701110002171,동일산업(주),2025,2025,
00799177,1101114249458,(주)삼기,2025,2025,
00173874,1101110014219,넥센타이어(주),2025,2025,
00923516,1615110121601,(주)메가터치,2025,2025,
00179489,1243110022866,명인제약(주),2025,2025,
00233653,1101111258220,(주)한국토지신탁,2025,2025,
01031229,1101111651101,(주)한국비티비,2025,2025,
01032583,1101115403623,(주)강동씨앤엘,2025,2025,
01033591,1344110059857,큐알티 주식회사,2025,2025,
01061558,1615110176036,덕산네오룩스(주),2025,2025,
01507810,1101116259174,애니메디솔루션(주),2025,2025,
00186559,1101110414126,(주)아이티센씨티에스,2025,2025,
00641393,1101111930787,엔시트론(주),2025,2025,
01337017,1154110026255,주식회사 이앤에치,2024,2024,
00567222,1942110039934,우림피티에스(주),2025,2025,
01781999,1101116854461,(주)에임드바이오,2025,2025,
01109539,1101115869346,(주)와이씨,2025,2025,
01113499,1101114736520,(주)아이티센피엔에스,2025,2025,
00365387,1101111874654,AJ네트웍스 주식회사,2025,2025,
00369833,1701110176489,유니온머티리얼(주),2025,2025,
01264438,1101113909839,(주)자이언트스텝,2025,2025,
01343665,1355110186996,알에프머트리얼즈(주),2025,2025,
00756163,1545110040511,(주)볼빅,2025,2025,
00674498,1601110097976,(주)골프존홀딩스,2025,2025,
01761296,1101118627642,한국제12호기업인수목적 주식회사,2025,2025,
01016886,1701110378746,(주)테크엔,2024,2024,
01011438,1341110077704,(주)에이치엘사이언스,2025,2025,
01906598,1101110922324,하나35호기업인수목적 주식회사,2025,2025,
01853214,1101118974655,신한제14호기업인수목적 주식회사,2025,2025,
00127857,1201110001818,(주)삼익악기,2025,2025,
00917861,1101114045848,(주)슈피겐코리아,2025,2025,
00755739,1341110173489,(주)파인테크닉스,2025,2025,
00138303,1101110307870,(주)아이티센엔텍,2025,2025,
01016479,1311110104403,(주)오로스테크놀로지,2025,2025,
01554508,1601110269020,(주)액스비스,2025,2025,
00107613,1101110186638,(주)이수페타시스,2025,2025,
00187770,1801110059112,(주)한국파마,2025,2025,
00992543,1942110216483,엘케이삼양(주),2025,2025,
01429220,1358110345801,(주)피아이이,2025,2025,
00260356,1101110137558,산은캐피탈(주),2025,2025,
00138224,1101110037823,쌍용씨앤이주식회사,2025,2025,
00871587,1201110105488,(주)보원케미칼,2025,2025,
00385415,1101111079155,(주)일신바이오베이스,2025,2025,
00501970,1201110350124,퀀타피아(주),2024,2024,
00172945,1801110002004,동일스틸럭스(주),2025,2025,
00155531,1201110018110,(주)풍산홀딩스,2025,2025,
01703849,1101117042247,(주)노머스,2025,2025,
00373447,1101110998124,(주)서린바이오사이언스,2025,2025,
00103510,1301110006296,인지컨트롤스(주),2025,2025,
00130383,1101110256788,(주)서부티엔디,2025,2025,
00104786,1101110100951,(주)미래아이앤지,2025,2025,
00230425,1101110550502,(주)나노엔텍,2025,2025,
00159698,1112710005962,한국지역난방공사,2025,2025,
00526696,1311110043271,(주)웨이브일렉트로닉스,2025,2025,
00963976,1201110517154,에스지이(주),2025,2025,
01360875,1311110304011,주식회사 탑머티리얼,2025,2025,
00453284,1752110009005,교촌에프앤비(주),2025,2025,
00136341,1101110003345,신성통상(주),2025,2025,
01318933,1101116793007,(주)지니틱스,2025,2025,
01398151,1101117171731,(주)밸로프,2025,2025,
00134723,2111110000042,페이퍼코리아(주),2025,2025,
00147082,1201110060450,재영솔루텍(주),2025,2025,
01021666,2301110120607,(주)덕산테코피아,2025,2025,
01318261,1101116748507,(주)더블유에스아이,2025,2025,
01374443,1601110395354,(주)인투셀,2025,2025,
00583442,1341110142575,(주)노루페인트,2025,2025,
01455492,1101116377877,(주)데이원컴퍼니,2025,2025,
00146436,1812110003421,엔브이에이치코리아(주),2025,2025,
00119140,1201110000323,핸즈코퍼레이션(주),2025,2025,
00121288,1101110005052,(주)모나미,2025,2025,
00173591,1701110020694,(주)세원물산,2025,2025,
00177870,1801110028042,(주)대창솔루션,2025,2025,
00124090,1801110015362,(주)한국특강,2025,2025,
00131197,1350110029881,(주)서원,2025,2025,
00249502,1101111100926,(주)골드앤에스,2025,2025,
00135050,1243110000812,(주)팜젠사이언스,2025,2025,
00258360,1101111373755,(주)위지트,2025,2025,
00135111,1348110002981,(주)수산세보틱스,2025,2025,
00141477,1942110000191,(주)영흥,2025,2025,
00260611,1101110171168,웰킵스하이텍(주),2025,2025,
00264671,1101111220063,(주)세중,2025,2025,
00113508,1341110002878,(주)노루홀딩스,2025,2025,
00141583,1101110035728,주식회사 삼양컴텍,2025,2025,
00533924,1701110262452,(주)이브이첨단소재,2025,2025,
00157636,1301110010841,(주)케이피에프,2025,2025,
00232007,1311110004554,(주)상지건설,2025,2025,
00469799,1355110144291,(주)이엔플러스,2025,2025,
00244747,1101111397648,(주)파크시스템스,2025,2025,
01136001,1358110139600,(주)나노실리칸첨단소재,2025,2025,
01109690,1101113623348,도부(주),2025,2025,
00409788,1943110006262,비에이치아이주식회사,2025,2025,
00166227,1801110004323,화승인더스트리(주),2025,2025,
00728638,1201110484303,한세실업(주),2025,2025,
00348292,1101111628928,(주)한빛소프트,2025,2025,
01518506,1101114663301,(주)타조이엔터테인먼트,2025,2025,
01745173,1358110231646,(주)이노테크,2025,2025,
00115472,1201110000711,미주제강(주),2025,2025,
00112059,1101110031560,(주)상상인증권,2025,2025,
00131896,1201110000034,(주)선광,2025,2025,
00112651,1301110007137,(주)대창,2025,2025,
00139153,1712110001253,에코플라스틱(주),2025,2025,
00117300,1101110032112,(주)TCC스틸,2025,2025,
00155452,1701110000745,풍국주정공업(주),2025,2025,
00118345,1101110019219,디아이동일(주),2025,2025,
00198192,1350110040291,(주)한국팩키지,2025,2025,
00203209,1201110087834,(주)에쎈테크,2025,2025,
00140061,1545110001571,티케이지애강(주),2025,2025,
00268118,1311110001964,(주)코맥스,2025,2025,
00156859,1101110878706,다올투자증권(주),2025,2025,
00307222,1101111990335,(주)와이비엠넷,2025,2025,
01228515,1101116383543,(주)앱튼,2025,2025,
01569102,1101117889821,주식회사 라이콤,2025,2025,
01222113,1101112498312,(주)인스웨이브,2025,2025,
01383779,1358110248774,(주)에스켐,2025,2025,
00227333,1545110002355,(주)네패스,2025,2025,
00129420,1101110243793,(주)까뮤이앤씨,2025,2025,
00229030,1942110050823,(주)알멕,2025,2025,
00230911,1244110001008,(주)에이치알에스,2025,2025,
00133706,1741110000618,한국제지(주),2025,2025,
00318316,1101111195109,대아티아이(주),2025,2025,
00364740,1201110230277,(주)머큐리,2025,2025,
00389998,1313110026091,한성크린텍(주),2025,2025,
00145446,1201110001959,이건산업(주),2025,2025,
00492706,1101111660368,씨싸이트(주),2025,2025,
00146083,1101110012776,일동홀딩스(주),2025,2025,
01559637,1358110266776,(주)블루엠텍,2025,2025,
00808068,1355110151022,(주)앤로보틱스,2025,2025,
01514005,1101116384963,주식회사 크라우드웍스,2025,2025,
00133858,1101110202765,세방전지(주),2025,2025,
00252269,1101110963341,(주)아이에이,2025,2025,
00137359,1301110011815,신풍제약(주),2025,2025,
00149646,1101350000903,중소기업은행,2025,2025,
00216434,1543110001997,(주)체리부로,2025,2025,
00408266,1101111892903,(주)유니온바이오메트릭스,2025,2025,
00624509,1615110052450,(주)디바이스,2025,2025,
00347716,1101111686728,(주)중앙첨단소재,2025,2025,
00990819,1101113629841,(주)아티스트스튜디오,2025,2025,
01309388,1101113516105,엘에스티라유텍(주),2025,2025,
01751448,1101118606422,대신밸런스제15호기업인수목적 주식회사,2024,2024,
00153621,1746110001096,참엔지니어링(주),2025,2025,
00540571,1501110031257,(주)엘디티,2025,2025,
00541163,1801110348945,(주)이엠텍,2025,2025,
00569691,1601110109896,(주)디엔에프,2025,2025,
00162586,1641110000397,한올바이오파마(주),2025,2025,
00163114,1101110129026,(주)서연,2025,2025,
00611736,1311110058402,(주)엑시콘,2025,2025,
00327396,1601110082513,(주)옵트론텍,2025,2025,
00127875,1201110009755,삼익제약(주),2025,2025,
00100601,1101110191398,(주)강원에너지,2025,2025,
00959210,1350110089265,코츠테크놀로지(주),2025,2025,
00407975,1101111035595,(주)엔터미디어,2025,2025,
00384948,1748110000309,(주)대유,2025,2025,
00583026,1101111518418,(주)멤레이비티,2025,2025,
00989619,1601110242050,(주)알테오젠,2025,2025,
01190780,1101115569079,(주)파워풀엑스,2024,2024,
01627363,1101117124574,(주)세미파이브,2025,2025,
00125664,1942110000258,삼미금속(주),2025,2025,
01135084,1511110053458,에스와이스틸텍(주),2025,2025,
00531829,1101110742406,(주)엠아이텍,2025,2025,
00190756,2062110001540,(주)와이엔텍,2025,2025,
00301246,1615110027263,(주)에스에프에이반도체,2025,2025,
00356927,1101111261405,(주)에이디칩스,2025,2025,
00109189,1301110007608,(주)대덕,2025,2025,
00362122,1345110017746,주식회사 나래나노텍,2025,2025,
01351080,1452110021112,(주)지아이이노베이션,2025,2025,
00231691,1601110023757,(주)판타지오,2025,2025,
00151395,1801110006915,(주)천일고속,2025,2025,
00579999,1101112508088,(주)고영테크놀러지,2025,2025,
01319808,1101116799203,한일시멘트(주),2025,2025,
01391033,1101117123732,주식회사 엔에이치프라임위탁관리부동산투자회사,2025,2025,
01130849,1341110125604,파라택시스이더리움(주),2025,2025,
00185505,1350110030490,(주)제일바이오,2025,2025,
00209443,1601110038524,우리금융캐피탈(주),2025,2025,
00957568,1311110191004,(주)로아앤코,2025,2025,
00513948,1345110076627,(주)녹십자엠에스,2025,2025,
